gameid,side,result,teamname,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat10,xpat10,csat10,goldat20,xpat20,csat20,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,goldat15,xpat15,csat15,firsttower,firstdragon,firstherald,firstblood,turretplates
LOLTMNT02_219451,Red,1,Orbit Anonymo Esports,1045.0,678.0,17.0,2.0,3.0,1.0,15426.0,18103.0,311.0,32125.0,41603.0,672.0,1745.0,1456.0,26.0,4.0,6.0,2.0,23777.0,29065.0,498.0,1.0,1.0,1.0,0.0,3.0
LOLTMNT02_219468,Blue,0,Ramboot Club,598.0,1081.0,12.0,3.0,4.0,3.0,16988.0,20506.0,356.0,36158.0,41093.0,667.0,289.0,485.0,-2.0,5.0,7.0,4.0,25911.0,31351.0,537.0,0.0,0.0,0.0,1.0,4.0
LOLTMNT02_219468,Red,1,GIANTX Pride,-598.0,-1081.0,-12.0,3.0,5.0,3.0,16390.0,19425.0,344.0,35351.0,41827.0,689.0,-289.0,-485.0,2.0,4.0,7.0,5.0,25622.0,30866.0,539.0,1.0,1.0,1.0,0.0,4.0
LOLTMNT05_112667,Blue,1,Berlin International Gaming,180.0,16.0,4.0,1.0,4.0,1.0,15370.0,18607.0,336.0,31248.0,41316.0,733.0,245.0,91.0,7.0,1.0,4.0,1.0,23219.0,29679.0,543.0,0.0,0.0,0.0,1.0,2.0
LOLTMNT05_112667,Red,0,TeamOrangeGaming,-180.0,-16.0,-4.0,1.0,1.0,1.0,15190.0,18591.0,332.0,32394.0,40883.0,713.0,-245.0,-91.0,-7.0,1.0,1.0,1.0,22974.0,29588.0,536.0,1.0,1.0,1.0,0.0,2.0
LOLTMNT02_219480,Blue,1,mCon esports,-2212.0,-1453.0,-42.0,0.0,0.0,2.0,14379.0,18259.0,320.0,34922.0,42830.0,711.0,-968.0,554.0,-20.0,5.0,8.0,6.0,24688.0,30249.0,512.0,1.0,1.0,1.0,0.0,3.0
LOLTMNT02_219480,Red,0,ZennIT,2212.0,1453.0,42.0,2.0,3.0,0.0,16591.0,19712.0,362.0,34339.0,42038.0,722.0,968.0,-554.0,20.0,6.0,14.0,5.0,25656.0,29695.0,532.0,0.0,0.0,0.0,1.0,1.0
LOLTMNT02_220325,Blue,0,Monta Club,-917.0,230.0,14.0,1.0,2.0,3.0,15588.0,19816.0,348.0,32920.0,44417.0,750.0,571.0,1663.0,21.0,3.0,5.0,3.0,24709.0,32477.0,564.0,1.0,0.0,0.0,0.0,3.0
LOLTMNT02_220325,Red,1,Oxygen Gaming,917.0,-230.0,-14.0,3.0,6.0,1.0,16505.0,19586.0,334.0,32820.0,44101.0,721.0,-571.0,-1663.0,-21.0,3.0,6.0,3.0,24138.0,30814.0,543.0,0.0,1.0,1.0,1.0,2.0
LOLTMNT02_219479,Blue,1,A One Man Army,2681.0,1615.0,53.0,5.0,5.0,1.0,17510.0,19648.0,330.0,37513.0,44794.0,701.0,3604.0,1922.0,63.0,7.0,10.0,2.0,26113.0,30599.0,516.0,1.0,1.0,1.0,1.0,6.0
LOLTMNT02_219479,Red,0,Myth Esports,-2681.0,-1615.0,-53.0,1.0,1.0,5.0,14829.0,18033.0,277.0,30289.0,39705.0,618.0,-3604.0,-1922.0,-63.0,2.0,5.0,7.0,22509.0,28677.0,453.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT05_112671,Blue,1,Nigma Galaxy,1276.0,-362.0,-11.0,8.0,11.0,3.0,17407.0,17609.0,300.0,34859.0,39477.0,603.0,-629.0,-414.0,-5.0,9.0,13.0,6.0,24718.0,27053.0,458.0,0.0,1.0,1.0,1.0,3.0
LOLTMNT05_112671,Red,0,Fog Esports,-1276.0,362.0,11.0,3.0,5.0,8.0,16131.0,17971.0,311.0,33510.0,38344.0,618.0,629.0,414.0,5.0,6.0,11.0,9.0,25347.0,27467.0,463.0,1.0,0.0,0.0,0.0,5.0
LOLTMNT02_219494,Blue,1,Universae Instituto FP,39.0,-124.0,10.0,0.0,0.0,1.0,15045.0,19053.0,345.0,33780.0,41776.0,714.0,531.0,-264.0,24.0,0.0,0.0,1.0,23261.0,29908.0,554.0,1.0,0.0,1.0,0.0,3.0
LOLTMNT02_219494,Red,0,Falke Esports,-39.0,124.0,-10.0,1.0,2.0,0.0,15006.0,19177.0,335.0,30997.0,41458.0,681.0,-531.0,264.0,-24.0,1.0,2.0,0.0,22730.0,30172.0,530.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT02_220343,Blue,1,Barça eSports,1093.0,345.0,4.0,2.0,5.0,0.0,16209.0,18866.0,340.0,35016.0,43222.0,777.0,1880.0,350.0,26.0,3.0,7.0,0.0,24818.0,30011.0,566.0,1.0,0.0,1.0,1.0,4.0
LOLTMNT02_220343,Red,0,Movistar KOI Fénix,-1093.0,-345.0,-4.0,0.0,0.0,2.0,15116.0,18521.0,336.0,31325.0,40422.0,719.0,-1880.0,-350.0,-26.0,0.0,0.0,3.0,22938.0,29661.0,540.0,0.0,1.0,0.0,0.0,4.0
LOLTMNT02_219511,Blue,1,devils.one,1236.0,82.0,3.0,2.0,4.0,0.0,16105.0,18923.0,341.0,37367.0,46418.0,714.0,4237.0,2048.0,7.0,7.0,17.0,0.0,26368.0,31604.0,524.0,1.0,0.0,1.0,1.0,6.0
LOLTMNT02_219511,Red,0,Orbit Anonymo Esports,-1236.0,-82.0,-3.0,0.0,0.0,2.0,14869.0,18841.0,338.0,30090.0,41227.0,688.0,-4237.0,-2048.0,-7.0,0.0,0.0,7.0,22131.0,29556.0,517.0,0.0,1.0,0.0,0.0,2.0
LOLTMNT05_111797,Blue,0,Austrian Force willhaben,760.0,450.0,3.0,3.0,2.0,1.0,16413.0,19488.0,345.0,34111.0,41585.0,706.0,380.0,-864.0,-25.0,4.0,5.0,2.0,24891.0,30089.0,536.0,0.0,1.0,0.0,1.0,5.0
LOLTMNT05_111797,Red,1,Dung Dynasty,-760.0,-450.0,-3.0,1.0,1.0,3.0,15653.0,19038.0,342.0,37537.0,45069.0,736.0,-380.0,864.0,25.0,2.0,4.0,4.0,24511.0,30953.0,561.0,1.0,0.0,1.0,0.0,6.0
LOLTMNT02_219523,Blue,1,A One Man Army,625.0,435.0,26.0,4.0,4.0,2.0,16621.0,18699.0,333.0,32750.0,38009.0,623.0,-2559.0,-2579.0,37.0,7.0,9.0,12.0,24624.0,27184.0,468.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT02_219523,Red,0,Myth Esports,-625.0,-435.0,-26.0,2.0,4.0,4.0,15996.0,18264.0,307.0,34545.0,39610.0,567.0,2559.0,2579.0,-37.0,12.0,21.0,7.0,27183.0,29763.0,431.0,1.0,0.0,1.0,0.0,7.0
LOLTMNT05_111805,Blue,0,Nigma Galaxy,-3142.0,-3315.0,-76.0,3.0,3.0,6.0,13918.0,15221.0,232.0,29459.0,36843.0,530.0,-2101.0,-2110.0,-88.0,7.0,13.0,7.0,22559.0,26053.0,391.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT05_111805,Red,1,Fog Esports,3142.0,3315.0,76.0,5.0,4.0,3.0,17060.0,18536.0,308.0,38124.0,43718.0,629.0,2101.0,2110.0,88.0,6.0,5.0,7.0,24660.0,28163.0,479.0,1.0,0.0,1.0,1.0,7.0
LOLTMNT02_219522,Blue,1,ZennIT,-554.0,205.0,12.0,0.0,0.0,1.0,14996.0,18282.0,338.0,32215.0,40219.0,709.0,-28.0,165.0,25.0,0.0,0.0,2.0,23703.0,29963.0,548.0,1.0,0.0,0.0,0.0,1.0
LOLTMNT02_219522,Red,0,mCon esports,554.0,-205.0,-12.0,1.0,3.0,0.0,15550.0,18077.0,326.0,35847.0,44745.0,718.0,28.0,-165.0,-25.0,2.0,4.0,0.0,23731.0,29798.0,523.0,0.0,1.0,1.0,1.0,4.0
LOLTMNT02_220358,Blue,1,Movistar KOI Fénix,-373.0,-479.0,-40.0,2.0,1.0,1.0,15201.0,18760.0,317.0,33911.0,42356.0,654.0,-1873.0,-317.0,-34.0,2.0,1.0,4.0,23231.0,29863.0,521.0,0.0,0.0,1.0,1.0,3.0
LOLTMNT02_220358,Red,0,Barça eSports,373.0,479.0,40.0,1.0,1.0,2.0,15574.0,19239.0,357.0,33861.0,41450.0,701.0,1873.0,317.0,34.0,4.0,10.0,2.0,25104.0,30180.0,555.0,1.0,1.0,0.0,0.0,4.0
LOLTMNT02_219530,Blue,0,devils.one,-1564.0,-1102.0,-17.0,1.0,1.0,3.0,14744.0,17374.0,314.0,31782.0,41285.0,698.0,-1500.0,-1049.0,-32.0,3.0,5.0,4.0,23398.0,28964.0,500.0,1.0,0.0,1.0,1.0,3.0
LOLTMNT02_219530,Red,1,Orbit Anonymo Esports,1564.0,1102.0,17.0,3.0,8.0,1.0,16308.0,18476.0,331.0,33639.0,42398.0,728.0,1500.0,1049.0,32.0,4.0,9.0,3.0,24898.0,30013.0,532.0,0.0,1.0,0.0,0.0,2.0
LOLTMNT05_111808,Blue,1,Dung Dynasty,211.0,419.0,-5.0,3.0,7.0,3.0,16215.0,18777.0,306.0,36454.0,44607.0,671.0,1022.0,565.0,-8.0,5.0,9.0,5.0,25334.0,30567.0,489.0,0.0,1.0,1.0,0.0,8.0
LOLTMNT05_111808,Red,0,Austrian Force willhaben,-211.0,-419.0,5.0,3.0,6.0,3.0,16004.0,18358.0,311.0,32644.0,41326.0,677.0,-1022.0,-565.0,8.0,5.0,10.0,5.0,24312.0,30002.0,497.0,1.0,0.0,0.0,1.0,3.0
LOLTMNT05_112683,Blue,0,Nigma Galaxy,-2072.0,-269.0,-17.0,3.0,5.0,7.0,14685.0,15311.0,247.0,29484.0,36599.0,564.0,-4378.0,682.0,-17.0,4.0,6.0,9.0,22085.0,27329.0,428.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT05_112683,Red,1,Fog Esports,2072.0,269.0,17.0,7.0,10.0,3.0,16757.0,15580.0,264.0,36290.0,40606.0,628.0,4378.0,-682.0,17.0,9.0,13.0,4.0,26463.0,26647.0,445.0,1.0,0.0,1.0,1.0,9.0
LOLTMNT02_219545,Blue,1,Barça eSports,-229.0,635.0,17.0,0.0,0.0,1.0,15567.0,19811.0,376.0,34703.0,43247.0,754.0,889.0,2003.0,33.0,0.0,0.0,1.0,24382.0,31364.0,586.0,1.0,0.0,1.0,0.0,8.0
LOLTMNT02_219545,Red,0,Movistar KOI Fénix,229.0,-635.0,-17.0,1.0,1.0,0.0,15796.0,19176.0,359.0,30702.0,37691.0,691.0,-889.0,-2003.0,-33.0,1.0,1.0,0.0,23493.0,29361.0,553.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT02_222055,Blue,1,Hanwha Life Esports,145.0,883.0,14.0,0.0,0.0,0.0,16250.0,20006.0,381.0,36097.0,44545.0,785.0,788.0,1534.0,30.0,3.0,6.0,2.0,26216.0,31115.0,574.0,1.0,0.0,1.0,0.0,8.0
LOLTMNT02_222055,Red,0,Dplus KIA,-145.0,-883.0,-14.0,0.0,0.0,0.0,16105.0,19123.0,367.0,33778.0,41381.0,743.0,-788.0,-1534.0,-30.0,2.0,5.0,3.0,25428.0,29581.0,544.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT02_222064,Blue,1,Dplus KIA,-737.0,368.0,-6.0,2.0,4.0,3.0,15694.0,18114.0,305.0,34672.0,42084.0,711.0,-900.0,389.0,1.0,3.0,6.0,4.0,24271.0,29286.0,514.0,0.0,1.0,1.0,0.0,3.0
LOLTMNT02_222064,Red,0,Hanwha Life Esports,737.0,-368.0,6.0,3.0,8.0,2.0,16431.0,17746.0,311.0,33331.0,40133.0,700.0,900.0,-389.0,-1.0,4.0,9.0,3.0,25171.0,28897.0,513.0,1.0,0.0,0.0,1.0,6.0
LOLTMNT02_221062,Blue,1,HELL PIGS,953.0,1037.0,-1.0,7.0,8.0,5.0,18384.0,19214.0,334.0,40406.0,45324.0,672.0,4094.0,3240.0,31.0,13.0,14.0,9.0,30194.0,31559.0,526.0,1.0,1.0,1.0,0.0,9.0
LOLTMNT02_221062,Red,0,Hungkuang Falcon (弘光獵鷹),-953.0,-1037.0,1.0,5.0,8.0,7.0,17431.0,18177.0,335.0,36296.0,40762.0,629.0,-4094.0,-3240.0,-31.0,9.0,13.0,13.0,26100.0,28319.0,495.0,0.0,0.0,0.0,1.0,3.0
LOLTMNT02_221063,Blue,0,Hungkuang Falcon (弘光獵鷹),399.0,-356.0,-12.0,8.0,16.0,8.0,18754.0,19484.0,320.0,35963.0,41695.0,639.0,-617.0,138.0,-12.0,12.0,22.0,15.0,28380.0,31107.0,489.0,0.0,0.0,1.0,1.0,3.0
LOLTMNT02_221063,Red,1,HELL PIGS,-399.0,356.0,12.0,8.0,10.0,9.0,18355.0,19840.0,332.0,42424.0,46887.0,680.0,617.0,-138.0,12.0,15.0,19.0,13.0,28997.0,30969.0,501.0,1.0,1.0,0.0,0.0,5.0
LOLTMNT02_222074,Blue,0,Hanwha Life Esports,-479.0,114.0,-2.0,1.0,1.0,3.0,15369.0,18061.0,331.0,32822.0,41441.0,706.0,57.0,981.0,0.0,2.0,3.0,4.0,24306.0,29518.0,539.0,1.0,0.0,1.0,0.0,3.0
LOLTMNT02_222074,Red,1,Dplus KIA,479.0,-114.0,2.0,3.0,6.0,1.0,15848.0,17947.0,333.0,34095.0,41614.0,735.0,-57.0,-981.0,0.0,4.0,9.0,2.0,24249.0,28537.0,539.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT02_221082,Blue,1,PSG Talon,-78.0,-875.0,-16.0,0.0,0.0,0.0,15369.0,18930.0,339.0,36779.0,44699.0,740.0,3235.0,1886.0,2.0,5.0,7.0,1.0,26947.0,32325.0,550.0,1.0,0.0,1.0,1.0,9.0
LOLTMNT02_221082,Red,0,MGN Vikings Esports,78.0,875.0,16.0,0.0,0.0,0.0,15447.0,19805.0,355.0,32502.0,42937.0,737.0,-3235.0,-1886.0,-2.0,1.0,1.0,5.0,23712.0,30439.0,548.0,0.0,1.0,0.0,0.0,6.0
LOLTMNT02_222091,Blue,1,West Point Esports,1974.0,1465.0,12.0,5.0,13.0,2.0,17581.0,18792.0,331.0,35312.0,41581.0,705.0,2827.0,2000.0,1.0,7.0,15.0,3.0,27171.0,31426.0,544.0,1.0,1.0,1.0,0.0,5.0
LOLTMNT02_222091,Red,0,Frank Esports,-1974.0,-1465.0,-12.0,2.0,5.0,5.0,15607.0,17327.0,319.0,32075.0,40585.0,715.0,-2827.0,-2000.0,-1.0,3.0,6.0,7.0,24344.0,29426.0,543.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT02_221095,Blue,1,MGN Vikings Esports,-208.0,-282.0,13.0,1.0,1.0,2.0,15384.0,18728.0,331.0,35400.0,44461.0,734.0,1135.0,1003.0,56.0,2.0,3.0,4.0,24901.0,30869.0,554.0,1.0,1.0,0.0,1.0,4.0
LOLTMNT02_221095,Red,0,PSG Talon,208.0,282.0,-13.0,2.0,3.0,1.0,15592.0,19010.0,318.0,33325.0,41304.0,658.0,-1135.0,-1003.0,-56.0,4.0,7.0,2.0,23766.0,29866.0,498.0,0.0,0.0,1.0,0.0,2.0
LOLTMNT02_221094,Blue,1,Hanwha Life Esports,831.0,704.0,6.0,0.0,0.0,0.0,15504.0,18620.0,332.0,37542.0,45540.0,732.0,4030.0,2553.0,11.0,3.0,5.0,0.0,26411.0,30811.0,545.0,1.0,0.0,1.0,1.0,9.0
LOLTMNT02_221094,Red,0,Dplus KIA,-831.0,-704.0,-6.0,0.0,0.0,0.0,14673.0,17916.0,326.0,29718.0,38728.0,716.0,-4030.0,-2553.0,-11.0,0.0,0.0,3.0,22381.0,28258.0,534.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT02_222097,Blue,0,Frank Esports,580.0,206.0,-12.0,4.0,8.0,4.0,16720.0,18136.0,312.0,34497.0,40774.0,677.0,1924.0,355.0,-8.0,8.0,19.0,5.0,26398.0,29066.0,498.0,0.0,0.0,1.0,0.0,2.0
LOLTMNT02_222097,Red,1,West Point Esports,-580.0,-206.0,12.0,4.0,6.0,4.0,16140.0,17930.0,324.0,33371.0,41253.0,721.0,-1924.0,-355.0,8.0,5.0,8.0,8.0,24474.0,28711.0,506.0,1.0,1.0,0.0,1.0,2.0
LOLTMNT02_221102,Blue,0,PSG Talon,-2522.0,-670.0,-17.0,1.0,0.0,5.0,14713.0,17876.0,319.0,30670.0,41023.0,710.0,-3645.0,-1057.0,-29.0,1.0,0.0,5.0,22752.0,29156.0,534.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_221102,Red,1,MGN Vikings Esports,2522.0,670.0,17.0,5.0,8.0,1.0,17235.0,18546.0,336.0,36511.0,42866.0,726.0,3645.0,1057.0,29.0,5.0,8.0,1.0,26397.0,30213.0,563.0,1.0,1.0,1.0,1.0,7.0
LOLTMNT02_221101,Blue,0,Dplus KIA,557.0,1169.0,13.0,2.0,2.0,1.0,15649.0,19157.0,328.0,34406.0,42322.0,722.0,-686.0,595.0,4.0,2.0,2.0,2.0,23648.0,30383.0,546.0,0.0,1.0,1.0,0.0,0.0
LOLTMNT02_221101,Red,1,Hanwha Life Esports,-557.0,-1169.0,-13.0,1.0,2.0,2.0,15092.0,17988.0,315.0,32755.0,41973.0,707.0,686.0,-595.0,-4.0,2.0,4.0,2.0,24334.0,29788.0,542.0,1.0,0.0,0.0,1.0,4.0
LOLTMNT02_222122,Blue,1,CTBC Flying Oyster,719.0,711.0,11.0,2.0,4.0,2.0,16250.0,18286.0,335.0,34924.0,42792.0,773.0,1307.0,-777.0,-2.0,2.0,4.0,2.0,25462.0,29172.0,546.0,1.0,0.0,0.0,0.0,8.0
LOLTMNT02_222122,Red,0,GAM Esports,-719.0,-711.0,-11.0,2.0,3.0,2.0,15531.0,17575.0,324.0,33112.0,42727.0,786.0,-1307.0,777.0,2.0,2.0,3.0,2.0,24155.0,29949.0,548.0,0.0,1.0,1.0,1.0,2.0
LOLTMNT02_221134,Blue,1,Gamespace Mediterranean College Esports,1633.0,2245.0,43.0,7.0,7.0,4.0,17695.0,18364.0,323.0,39387.0,44145.0,688.0,4193.0,3939.0,75.0,13.0,24.0,6.0,28920.0,31275.0,527.0,1.0,0.0,1.0,1.0,6.0
LOLTMNT02_221134,Red,0,Zerolag Esports,-1633.0,-2245.0,-43.0,4.0,4.0,7.0,16062.0,16119.0,280.0,33309.0,38705.0,648.0,-4193.0,-3939.0,-75.0,6.0,6.0,13.0,24727.0,27336.0,452.0,0.0,1.0,0.0,0.0,2.0
LOLTMNT02_222153,Blue,0,GAM Esports,925.0,454.0,37.0,1.0,1.0,3.0,16596.0,20209.0,361.0,33943.0,41452.0,717.0,2124.0,842.0,47.0,2.0,2.0,5.0,26368.0,31836.0,565.0,1.0,0.0,1.0,0.0,8.0
LOLTMNT02_222153,Red,1,CTBC Flying Oyster,-925.0,-454.0,-37.0,3.0,3.0,1.0,15671.0,19755.0,324.0,34966.0,46053.0,704.0,-2124.0,-842.0,-47.0,5.0,6.0,2.0,24244.0,30994.0,518.0,0.0,1.0,0.0,1.0,3.0
LOLTMNT02_221150,Blue,0,Zerolag Esports,-301.0,93.0,-22.0,1.0,1.0,1.0,15417.0,19624.0,332.0,34061.0,43169.0,674.0,722.0,895.0,-43.0,4.0,8.0,1.0,24450.0,31095.0,515.0,1.0,0.0,1.0,1.0,1.0
LOLTMNT02_221150,Red,1,Gamespace Mediterranean College Esports,301.0,-93.0,22.0,1.0,1.0,1.0,15718.0,19531.0,354.0,33675.0,44067.0,718.0,-722.0,-895.0,43.0,1.0,1.0,4.0,23728.0,30200.0,558.0,0.0,1.0,0.0,0.0,3.0
LOLTMNT05_114015,Blue,0,GnG Amazigh,-637.0,-431.0,-11.0,2.0,4.0,2.0,15258.0,18207.0,313.0,30280.0,39801.0,687.0,-1738.0,-1326.0,-19.0,2.0,4.0,3.0,22614.0,28179.0,501.0,0.0,1.0,0.0,1.0,0.0
LOLTMNT05_114015,Red,1,BAAM Esports,637.0,431.0,11.0,2.0,4.0,2.0,15895.0,18638.0,324.0,32884.0,41109.0,700.0,1738.0,1326.0,19.0,3.0,6.0,2.0,24352.0,29505.0,520.0,1.0,0.0,1.0,0.0,2.0
LOLTMNT02_221184,Blue,0,LODIS,-958.0,-1184.0,-37.0,1.0,1.0,1.0,15070.0,18613.0,317.0,32847.0,42584.0,690.0,-1253.0,-1097.0,-42.0,2.0,2.0,3.0,23493.0,29752.0,509.0,1.0,1.0,0.0,1.0,4.0
LOLTMNT02_221184,Red,1,Kiedyś Miałem Fun,958.0,1184.0,37.0,1.0,1.0,1.0,16028.0,19797.0,354.0,34545.0,42632.0,741.0,1253.0,1097.0,42.0,3.0,6.0,2.0,24746.0,30849.0,551.0,0.0,0.0,1.0,0.0,5.0
LOLTMNT05_113017,Blue,1,Fog Esports,1228.0,698.0,23.0,4.0,5.0,2.0,16775.0,19646.0,347.0,35547.0,43712.0,668.0,-50.0,-1024.0,-3.0,5.0,8.0,4.0,24535.0,29835.0,520.0,0.0,0.0,1.0,1.0,3.0
LOLTMNT05_113017,Red,0,One More Esports,-1228.0,-698.0,-23.0,2.0,4.0,4.0,15547.0,18948.0,324.0,33859.0,39843.0,654.0,50.0,1024.0,3.0,4.0,7.0,5.0,24585.0,30859.0,523.0,1.0,1.0,0.0,0.0,3.0
LOLTMNT05_114013,Blue,1,Geekay Esports,1358.0,957.0,28.0,2.0,1.0,0.0,16277.0,19981.0,356.0,35141.0,46147.0,709.0,3334.0,3531.0,35.0,6.0,3.0,1.0,25970.0,32245.0,535.0,1.0,0.0,1.0,1.0,7.0
LOLTMNT05_114013,Red,0,Anubis Gaming,-1358.0,-957.0,-28.0,0.0,0.0,2.0,14919.0,19024.0,328.0,31144.0,40167.0,674.0,-3334.0,-3531.0,-35.0,1.0,1.0,6.0,22636.0,28714.0,500.0,0.0,1.0,0.0,0.0,3.0
LOLTMNT02_222187,Blue,0,Tan'i eSports CZ,581.0,357.0,-8.0,2.0,2.0,0.0,16122.0,20186.0,356.0,36290.0,44006.0,705.0,40.0,453.0,2.0,8.0,13.0,7.0,25788.0,30419.0,512.0,0.0,0.0,0.0,1.0,1.0
LOLTMNT02_222187,Red,1,Diversion Gaming,-581.0,-357.0,8.0,0.0,0.0,2.0,15541.0,19829.0,364.0,35268.0,42239.0,698.0,-40.0,-453.0,-2.0,7.0,16.0,8.0,25748.0,29966.0,510.0,1.0,1.0,1.0,0.0,2.0
LOLTMNT05_114026,Blue,1,Anubis Gaming,134.0,-163.0,-4.0,2.0,2.0,2.0,15926.0,19001.0,337.0,34542.0,40515.0,705.0,2858.0,28.0,-3.0,6.0,9.0,3.0,26481.0,29847.0,527.0,1.0,0.0,1.0,0.0,8.0
LOLTMNT05_114026,Red,0,Geekay Esports,-134.0,163.0,4.0,2.0,2.0,2.0,15792.0,19164.0,341.0,33429.0,43933.0,734.0,-2858.0,-28.0,3.0,3.0,4.0,6.0,23623.0,29819.0,530.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT05_113026,Blue,1,ROSSMANN Centaurs,-92.0,-737.0,15.0,2.0,3.0,2.0,16295.0,19285.0,364.0,33545.0,44160.0,802.0,-602.0,-559.0,42.0,2.0,3.0,4.0,24822.0,30896.0,587.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT05_113026,Red,0,Unicorns of Love Sexy Edition,92.0,737.0,-15.0,2.0,2.0,2.0,16387.0,20022.0,349.0,34138.0,44273.0,756.0,602.0,559.0,-42.0,4.0,6.0,2.0,25424.0,31455.0,545.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT05_114028,Blue,1,GnG Amazigh,-548.0,-528.0,-9.0,2.0,3.0,3.0,15653.0,16592.0,289.0,34258.0,41526.0,668.0,-3255.0,-1209.0,-26.0,4.0,5.0,7.0,24597.0,28136.0,472.0,0.0,0.0,0.0,0.0,7.0
LOLTMNT05_114028,Red,0,BAAM Esports,548.0,528.0,9.0,3.0,5.0,2.0,16201.0,17120.0,298.0,36524.0,43202.0,674.0,3255.0,1209.0,26.0,7.0,14.0,4.0,27852.0,29345.0,498.0,1.0,1.0,1.0,1.0,11.0
LOLTMNT05_113027,Blue,0,Ici Japon Corp. Esport,-276.0,-141.0,-14.0,0.0,0.0,0.0,15186.0,19426.0,347.0,32320.0,43393.0,736.0,-1919.0,-179.0,-3.0,1.0,1.0,3.0,23796.0,31277.0,554.0,0.0,0.0,0.0,0.0,1.0
LOLTMNT05_113027,Red,1,Karmine Corp Blue,276.0,141.0,14.0,0.0,0.0,0.0,15462.0,19567.0,361.0,35909.0,44270.0,755.0,1919.0,179.0,3.0,3.0,5.0,1.0,25715.0,31456.0,557.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT05_113028,Blue,1,Bulldog Esports,-131.0,824.0,1.0,3.0,3.0,2.0,15655.0,18385.0,320.0,35095.0,39072.0,638.0,-1919.0,-1606.0,-9.0,6.0,9.0,10.0,24986.0,28072.0,485.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT05_113028,Red,0,Ruddy Esports,131.0,-824.0,-1.0,2.0,3.0,3.0,15786.0,17561.0,319.0,38374.0,43197.0,657.0,1919.0,1606.0,9.0,10.0,22.0,6.0,26905.0,29678.0,494.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT02_222220,Blue,1,Diversion Gaming,1434.0,1538.0,-6.0,5.0,4.0,1.0,16897.0,20090.0,330.0,34537.0,44118.0,728.0,10.0,532.0,-10.0,6.0,6.0,3.0,24967.0,31040.0,525.0,1.0,1.0,0.0,1.0,2.0
LOLTMNT02_222220,Red,0,Tan'i eSports CZ,-1434.0,-1538.0,6.0,1.0,2.0,5.0,15463.0,18552.0,336.0,33819.0,43678.0,736.0,-10.0,-532.0,10.0,3.0,8.0,6.0,24957.0,30508.0,535.0,0.0,0.0,1.0,0.0,4.0
LOLTMNT05_114030,Blue,1,One More Esports,-151.0,-237.0,-17.0,2.0,4.0,2.0,15342.0,17589.0,304.0,36247.0,40723.0,633.0,-196.0,-838.0,-10.0,3.0,5.0,5.0,24868.0,28280.0,492.0,1.0,0.0,1.0,0.0,6.0
LOLTMNT05_114030,Red,0,Fog Esports,151.0,237.0,17.0,2.0,3.0,2.0,15493.0,17826.0,321.0,34872.0,41280.0,652.0,196.0,838.0,10.0,5.0,11.0,3.0,25064.0,29118.0,502.0,0.0,1.0,0.0,1.0,3.0
LOLTMNT02_221220,Blue,1,Kiedyś Miałem Fun,822.0,112.0,-12.0,6.0,5.0,3.0,16440.0,17009.0,272.0,37031.0,40568.0,612.0,240.0,-1441.0,-9.0,9.0,11.0,8.0,25898.0,27975.0,455.0,1.0,1.0,1.0,1.0,6.0
LOLTMNT02_221220,Red,0,LODIS,-822.0,-112.0,12.0,3.0,5.0,6.0,15618.0,16897.0,284.0,35334.0,42087.0,606.0,-240.0,1441.0,9.0,8.0,14.0,9.0,25658.0,29416.0,464.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT05_114040,Blue,0,Anubis Gaming,-1098.0,-1635.0,-26.0,3.0,1.0,3.0,15527.0,17595.0,301.0,32843.0,41644.0,634.0,-4219.0,-3952.0,-55.0,4.0,2.0,8.0,23149.0,26723.0,448.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT05_114040,Red,1,Geekay Esports,1098.0,1635.0,26.0,3.0,4.0,3.0,16625.0,19230.0,327.0,37513.0,44596.0,680.0,4219.0,3952.0,55.0,8.0,11.0,4.0,27368.0,30675.0,503.0,1.0,1.0,1.0,1.0,8.0
