gameid,side,result,teamname,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat10,xpat10,csat10,goldat20,xpat20,csat20,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,goldat15,xpat15,csat15,firsttower,firstdragon,firstherald,firstblood,turretplates
LOLTMNT05_154392,Blue,1,Movistar KOI,346.0,0.0,-46.0,7.0,11.0,4.0,17360.0,18471.0,276.0,37215.0,43241.0,692.0,629.0,61.0,-43.0,8.0,13.0,5.0,26086.0,29263.0,476.0,1.0,1.0,1.0,1.0,6.0
LOLTMNT05_154392,Red,0,Fnatic,-346.0,0.0,46.0,4.0,5.0,7.0,17014.0,18471.0,322.0,33631.0,41393.0,712.0,-629.0,-61.0,43.0,5.0,7.0,8.0,25457.0,29202.0,519.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT06_143128,Blue,0,B2U,741.0,970.0,2.0,2.0,5.0,1.0,15778.0,19081.0,318.0,33740.0,41242.0,669.0,60.0,-700.0,0.0,7.0,18.0,7.0,25580.0,29971.0,493.0,0.0,0.0,1.0,1.0,4.0
LOLTMNT06_143128,Red,1,LEO,-741.0,-970.0,-2.0,1.0,3.0,2.0,15037.0,18111.0,316.0,34197.0,41910.0,664.0,-60.0,700.0,0.0,7.0,17.0,7.0,25520.0,30671.0,493.0,1.0,1.0,0.0,0.0,1.0
LOLTMNT05_155401,Blue,0,Fnatic,-1521.0,-487.0,12.0,3.0,6.0,6.0,15619.0,17069.0,301.0,33376.0,41624.0,702.0,-1404.0,-568.0,0.0,4.0,6.0,7.0,24579.0,29694.0,519.0,1.0,0.0,1.0,0.0,5.0
LOLTMNT05_155401,Red,1,Movistar KOI,1521.0,487.0,-12.0,6.0,8.0,3.0,17140.0,17556.0,289.0,36142.0,45153.0,740.0,1404.0,568.0,0.0,7.0,9.0,4.0,25983.0,30262.0,519.0,0.0,1.0,0.0,1.0,4.0
LOLTMNT06_144087,Blue,1,LEO,-2204.0,-850.0,-2.0,3.0,4.0,6.0,16133.0,18386.0,313.0,35295.0,40391.0,623.0,-1502.0,-454.0,-35.0,6.0,9.0,8.0,26295.0,29539.0,471.0,1.0,1.0,1.0,0.0,6.0
LOLTMNT06_144087,Red,0,B2U,2204.0,850.0,2.0,6.0,9.0,3.0,18337.0,19236.0,315.0,37499.0,43316.0,700.0,1502.0,454.0,35.0,8.0,13.0,6.0,27797.0,29993.0,506.0,0.0,0.0,0.0,1.0,8.0
LOLTMNT06_143130,Blue,1,LEO,-1301.0,-1329.0,-10.0,3.0,4.0,5.0,16323.0,19542.0,334.0,40635.0,47365.0,657.0,1054.0,2490.0,1.0,13.0,25.0,8.0,27760.0,31752.0,474.0,0.0,0.0,1.0,1.0,5.0
LOLTMNT06_143130,Red,0,B2U,1301.0,1329.0,10.0,5.0,7.0,3.0,17624.0,20871.0,344.0,36458.0,40195.0,626.0,-1054.0,-2490.0,-1.0,8.0,14.0,13.0,26706.0,29262.0,473.0,1.0,1.0,0.0,0.0,10.0
LOLTMNT02_315263,Blue,0,100 Thieves,478.0,596.0,7.0,1.0,2.0,0.0,16132.0,19236.0,356.0,34003.0,40910.0,720.0,436.0,1087.0,37.0,2.0,5.0,2.0,24687.0,30317.0,568.0,1.0,0.0,1.0,1.0,4.0
LOLTMNT02_315263,Red,1,Vivo Keyd Stars,-478.0,-596.0,-7.0,0.0,0.0,1.0,15654.0,18640.0,349.0,35352.0,42206.0,697.0,-436.0,-1087.0,-37.0,2.0,7.0,2.0,24251.0,29230.0,531.0,0.0,1.0,0.0,0.0,2.0
LOLTMNT02_315264,Blue,1,Vivo Keyd Stars,2028.0,707.0,34.0,2.0,5.0,0.0,16880.0,19373.0,351.0,36754.0,43912.0,720.0,2811.0,1646.0,31.0,4.0,8.0,0.0,26131.0,31439.0,561.0,1.0,0.0,0.0,1.0,6.0
LOLTMNT02_315264,Red,0,100 Thieves,-2028.0,-707.0,-34.0,0.0,0.0,2.0,14852.0,18666.0,317.0,33338.0,42280.0,695.0,-2811.0,-1646.0,-31.0,0.0,0.0,4.0,23320.0,29793.0,530.0,0.0,1.0,1.0,0.0,3.0
LOLTMNT02_315265,Blue,1,100 Thieves,1520.0,2068.0,55.0,2.0,1.0,1.0,15991.0,19613.0,343.0,35016.0,43948.0,718.0,2429.0,2834.0,43.0,4.0,5.0,1.0,25048.0,31727.0,546.0,0.0,1.0,1.0,1.0,4.0
LOLTMNT02_315265,Red,0,Vivo Keyd Stars,-1520.0,-2068.0,-55.0,1.0,1.0,2.0,14471.0,17545.0,288.0,30701.0,40116.0,697.0,-2429.0,-2834.0,-43.0,1.0,1.0,4.0,22619.0,28893.0,503.0,1.0,0.0,0.0,0.0,2.0
LOLTMNT02_314463,Blue,1,Vivo Keyd Stars,1051.0,398.0,8.0,2.0,6.0,1.0,15862.0,18476.0,326.0,35227.0,42435.0,664.0,2738.0,1316.0,12.0,6.0,13.0,3.0,25667.0,30023.0,503.0,1.0,0.0,1.0,0.0,6.0
LOLTMNT02_314463,Red,0,100 Thieves,-1051.0,-398.0,-8.0,1.0,0.0,2.0,14811.0,18078.0,318.0,33173.0,41326.0,655.0,-2738.0,-1316.0,-12.0,3.0,2.0,6.0,22929.0,28707.0,491.0,0.0,1.0,0.0,1.0,3.0
LOLTMNT02_314506,Blue,1,Hanwha Life Esports Academy,-624.0,-484.0,0.0,0.0,0.0,2.0,15435.0,19427.0,340.0,35694.0,44854.0,739.0,487.0,-168.0,2.0,5.0,7.0,6.0,25668.0,31414.0,529.0,1.0,0.0,1.0,0.0,4.0
LOLTMNT02_314506,Red,0,OKSavingsBank BRION Academy,624.0,484.0,0.0,2.0,3.0,0.0,16059.0,19911.0,340.0,34128.0,44217.0,721.0,-487.0,168.0,-2.0,6.0,6.0,5.0,25181.0,31582.0,527.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT02_314507,Blue,1,Dplus KIA Youth,1877.0,1514.0,64.0,4.0,5.0,3.0,16928.0,19813.0,343.0,37526.0,47364.0,779.0,3781.0,4220.0,90.0,7.0,6.0,3.0,26256.0,33520.0,552.0,1.0,1.0,1.0,1.0,5.0
LOLTMNT02_314507,Red,0,DRX Academy,-1877.0,-1514.0,-64.0,3.0,3.0,4.0,15051.0,18299.0,279.0,30892.0,41543.0,641.0,-3781.0,-4220.0,-90.0,3.0,3.0,7.0,22475.0,29300.0,462.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_315291,Blue,1,Nongshim RedForce Academy,-238.0,-640.0,-16.0,2.0,2.0,2.0,15778.0,18715.0,317.0,32872.0,41876.0,695.0,-711.0,-803.0,-14.0,5.0,7.0,5.0,24278.0,28381.0,490.0,0.0,0.0,1.0,0.0,2.0
LOLTMNT02_315291,Red,0,T1 Esports Academy Rookies,238.0,640.0,16.0,2.0,3.0,2.0,16016.0,19355.0,333.0,34291.0,42266.0,696.0,711.0,803.0,14.0,5.0,8.0,5.0,24989.0,29184.0,504.0,1.0,1.0,0.0,1.0,4.0
LOLTMNT01_290949,Blue,0,Hanwha Life Esports,660.0,-840.0,0.0,4.0,9.0,2.0,16739.0,18613.0,333.0,33087.0,40507.0,707.0,553.0,-908.0,-13.0,7.0,12.0,5.0,25398.0,29271.0,518.0,0.0,0.0,0.0,1.0,2.0
LOLTMNT01_290949,Red,1,Gen.G,-660.0,840.0,0.0,2.0,2.0,4.0,16079.0,19453.0,333.0,34656.0,42947.0,729.0,-553.0,908.0,13.0,5.0,9.0,7.0,24845.0,30179.0,531.0,1.0,1.0,1.0,0.0,1.0
LOLTMNT02_314512,Blue,0,DRX Academy,-297.0,367.0,-18.0,1.0,0.0,0.0,15413.0,19786.0,341.0,32382.0,42356.0,692.0,-1366.0,-781.0,-31.0,2.0,1.0,2.0,23623.0,31284.0,538.0,0.0,0.0,0.0,1.0,2.0
LOLTMNT02_314512,Red,1,Dplus KIA Youth,297.0,-367.0,18.0,0.0,0.0,1.0,15710.0,19419.0,359.0,36883.0,45500.0,757.0,1366.0,781.0,31.0,2.0,1.0,2.0,24989.0,32065.0,569.0,1.0,1.0,1.0,0.0,6.0
LOLTMNT02_315292,Blue,0,OKSavingsBank BRION Academy,-967.0,39.0,-1.0,0.0,0.0,2.0,15146.0,19651.0,344.0,33128.0,40294.0,684.0,-638.0,-977.0,-5.0,2.0,5.0,3.0,24074.0,29738.0,530.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT02_315292,Red,1,Hanwha Life Esports Academy,967.0,-39.0,1.0,2.0,4.0,0.0,16113.0,19612.0,345.0,36345.0,45500.0,716.0,638.0,977.0,5.0,3.0,6.0,2.0,24712.0,30715.0,535.0,1.0,1.0,1.0,1.0,5.0
LOLTMNT02_314515,Blue,0,T1 Esports Academy Rookies,-916.0,-265.0,7.0,0.0,0.0,3.0,15559.0,19504.0,348.0,33046.0,43447.0,738.0,-1871.0,-585.0,-7.0,3.0,4.0,7.0,24283.0,31143.0,527.0,1.0,0.0,0.0,0.0,1.0
LOLTMNT02_314515,Red,1,Nongshim RedForce Academy,916.0,265.0,-7.0,3.0,6.0,0.0,16475.0,19769.0,341.0,36205.0,46449.0,754.0,1871.0,585.0,7.0,7.0,17.0,3.0,26154.0,31728.0,534.0,0.0,1.0,1.0,1.0,3.0
LOLTMNT01_290950,Blue,0,Hanwha Life Esports,-269.0,828.0,35.0,2.0,1.0,4.0,16256.0,20256.0,365.0,34901.0,41930.0,734.0,-200.0,20.0,10.0,4.0,6.0,7.0,25823.0,30747.0,541.0,1.0,1.0,1.0,0.0,7.0
LOLTMNT01_290950,Red,1,Gen.G,269.0,-828.0,-35.0,4.0,3.0,2.0,16525.0,19428.0,330.0,35023.0,43229.0,724.0,200.0,-20.0,-10.0,7.0,10.0,4.0,26023.0,30727.0,531.0,0.0,0.0,0.0,1.0,1.0
LOLTMNT02_314520,Blue,0,T1 Esports Academy Rookies,-1257.0,22.0,-5.0,3.0,5.0,5.0,15994.0,18557.0,315.0,32427.0,43706.0,721.0,-2305.0,-1111.0,-20.0,3.0,5.0,7.0,23891.0,29919.0,511.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT02_314520,Red,1,Dplus KIA Youth,1257.0,-22.0,5.0,5.0,10.0,3.0,17251.0,18535.0,320.0,34960.0,43957.0,738.0,2305.0,1111.0,20.0,7.0,13.0,3.0,26196.0,31030.0,531.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT02_315297,Blue,1,DN Freecs Academy,1484.0,750.0,13.0,5.0,5.0,4.0,17327.0,19432.0,324.0,36398.0,42488.0,646.0,-1309.0,-2644.0,-6.0,8.0,12.0,11.0,26074.0,29556.0,493.0,1.0,1.0,0.0,0.0,2.0
LOLTMNT02_315297,Red,0,Hanwha Life Esports Academy,-1484.0,-750.0,-13.0,4.0,3.0,5.0,15843.0,18682.0,311.0,35976.0,43085.0,645.0,1309.0,2644.0,6.0,11.0,14.0,8.0,27383.0,32200.0,499.0,0.0,0.0,1.0,1.0,4.0
LOLTMNT01_290952,Blue,1,Hanwha Life Esports,1042.0,1633.0,28.0,4.0,10.0,3.0,17283.0,19937.0,349.0,39210.0,44925.0,682.0,819.0,1006.0,15.0,5.0,11.0,4.0,25538.0,30758.0,542.0,1.0,1.0,1.0,0.0,3.0
LOLTMNT01_290952,Red,0,Gen.G,-1042.0,-1633.0,-28.0,3.0,6.0,4.0,16241.0,18304.0,321.0,33867.0,41776.0,684.0,-819.0,-1006.0,-15.0,4.0,9.0,5.0,24719.0,29752.0,527.0,0.0,0.0,0.0,1.0,3.0
LOLTMNT02_315299,Blue,1,T1 Esports Academy Rookies,220.0,49.0,-1.0,2.0,1.0,2.0,15859.0,19149.0,334.0,39472.0,46848.0,703.0,3086.0,2002.0,24.0,7.0,12.0,4.0,26921.0,31036.0,520.0,1.0,1.0,1.0,1.0,6.0
LOLTMNT02_315299,Red,0,Dplus KIA Youth,-220.0,-49.0,1.0,2.0,1.0,3.0,15639.0,19100.0,335.0,31100.0,39144.0,659.0,-3086.0,-2002.0,-24.0,4.0,8.0,8.0,23835.0,29034.0,496.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_314523,Blue,0,Hanwha Life Esports Academy,2972.0,862.0,-39.0,11.0,18.0,3.0,18889.0,18290.0,263.0,37732.0,43380.0,643.0,3014.0,1860.0,-35.0,12.0,20.0,5.0,27942.0,30128.0,471.0,1.0,0.0,1.0,1.0,6.0
LOLTMNT02_314523,Red,1,DN Freecs Academy,-2972.0,-862.0,39.0,3.0,8.0,11.0,15917.0,17428.0,302.0,32057.0,37507.0,668.0,-3014.0,-1860.0,35.0,5.0,14.0,12.0,24928.0,28268.0,506.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT01_290953,Blue,1,Gen.G,-397.0,-245.0,14.0,1.0,0.0,2.0,15226.0,18135.0,330.0,32066.0,40343.0,701.0,-913.0,-557.0,7.0,4.0,10.0,5.0,24046.0,28938.0,507.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT01_290953,Red,0,Hanwha Life Esports,397.0,245.0,-14.0,2.0,3.0,1.0,15623.0,18380.0,316.0,34357.0,42027.0,706.0,913.0,557.0,-7.0,5.0,10.0,4.0,24959.0,29495.0,500.0,1.0,1.0,1.0,1.0,2.0
LOLTMNT02_314524,Blue,1,Dplus KIA Youth,467.0,870.0,10.0,3.0,3.0,2.0,16027.0,18767.0,315.0,36167.0,43395.0,677.0,119.0,772.0,19.0,7.0,6.0,7.0,25961.0,29983.0,500.0,0.0,0.0,1.0,0.0,7.0
LOLTMNT02_314524,Red,0,T1 Esports Academy Rookies,-467.0,-870.0,-10.0,2.0,3.0,3.0,15560.0,17897.0,305.0,38047.0,42803.0,656.0,-119.0,-772.0,-19.0,7.0,9.0,7.0,25842.0,29211.0,481.0,1.0,1.0,0.0,1.0,8.0
LOLTMNT05_155418,Blue,0,Movistar KOI,112.0,739.0,1.0,1.0,0.0,0.0,15390.0,19433.0,338.0,33036.0,41811.0,689.0,-1096.0,-984.0,-2.0,2.0,2.0,4.0,23141.0,29117.0,510.0,0.0,0.0,0.0,1.0,1.0
LOLTMNT05_155418,Red,1,G2 Esports,-112.0,-739.0,-1.0,0.0,0.0,1.0,15278.0,18694.0,337.0,34091.0,41747.0,685.0,1096.0,984.0,2.0,4.0,8.0,2.0,24237.0,30101.0,512.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT05_154417,Blue,0,Movistar KOI,-46.0,-915.0,-2.0,2.0,5.0,2.0,15734.0,17748.0,307.0,33827.0,41465.0,674.0,-267.0,-1268.0,-3.0,5.0,11.0,6.0,24533.0,28820.0,483.0,0.0,0.0,0.0,1.0,2.0
LOLTMNT05_154417,Red,1,G2 Esports,46.0,915.0,2.0,2.0,6.0,2.0,15780.0,18663.0,309.0,34785.0,42770.0,688.0,267.0,1268.0,3.0,6.0,12.0,5.0,24800.0,30088.0,486.0,1.0,1.0,1.0,0.0,4.0
LOLTMNT06_143141,Blue,1,Fortress Esports,-1340.0,-70.0,-15.0,0.0,0.0,1.0,14976.0,20059.0,353.0,33254.0,43898.0,711.0,-536.0,1633.0,-4.0,3.0,4.0,3.0,24202.0,32169.0,541.0,0.0,1.0,0.0,0.0,2.0
LOLTMNT06_143141,Red,0,Epic Avalanche,1340.0,70.0,15.0,1.0,1.0,0.0,16316.0,20129.0,368.0,35271.0,44104.0,751.0,536.0,-1633.0,4.0,3.0,3.0,3.0,24738.0,30536.0,545.0,1.0,0.0,1.0,1.0,5.0
LOLTMNT06_143143,Blue,1,Fortress Esports,-857.0,-522.0,-8.0,1.0,1.0,2.0,15437.0,18899.0,329.0,36525.0,44663.0,675.0,1265.0,1358.0,9.0,6.0,7.0,4.0,25652.0,31847.0,522.0,1.0,1.0,1.0,0.0,2.0
LOLTMNT06_143143,Red,0,Epic Avalanche,857.0,522.0,8.0,2.0,5.0,1.0,16294.0,19421.0,337.0,32823.0,41470.0,682.0,-1265.0,-1358.0,-9.0,4.0,7.0,6.0,24387.0,30489.0,513.0,0.0,0.0,0.0,1.0,3.0
LOLTMNT05_154418,Blue,0,Movistar KOI,-1206.0,-378.0,-14.0,2.0,3.0,4.0,16296.0,18759.0,329.0,32443.0,41898.0,729.0,-3649.0,-2358.0,-30.0,2.0,3.0,7.0,24129.0,28812.0,513.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT05_154418,Red,1,G2 Esports,1206.0,378.0,14.0,4.0,4.0,2.0,17502.0,19137.0,343.0,38124.0,44360.0,739.0,3649.0,2358.0,30.0,7.0,9.0,2.0,27778.0,31170.0,543.0,1.0,1.0,1.0,1.0,8.0
LOLTMNT06_143144,Blue,1,Epic Avalanche,3426.0,75.0,21.0,8.0,13.0,2.0,18007.0,17848.0,301.0,37551.0,45447.0,695.0,2768.0,338.0,26.0,10.0,17.0,4.0,26566.0,30238.0,494.0,0.0,0.0,1.0,1.0,6.0
LOLTMNT06_143144,Red,0,Fortress Esports,-3426.0,-75.0,-21.0,2.0,2.0,8.0,14581.0,17773.0,280.0,32478.0,41924.0,640.0,-2768.0,-338.0,-26.0,4.0,4.0,10.0,23798.0,29900.0,468.0,1.0,1.0,0.0,0.0,4.0
LOLTMNT06_144092,Blue,1,Epic Avalanche,-371.0,61.0,-22.0,4.0,5.0,4.0,16200.0,19185.0,302.0,34112.0,40723.0,627.0,-737.0,429.0,-29.0,7.0,12.0,6.0,24467.0,30197.0,463.0,0.0,0.0,1.0,1.0,2.0
LOLTMNT06_144092,Red,0,Fortress Esports,371.0,-61.0,22.0,4.0,7.0,4.0,16571.0,19124.0,324.0,34544.0,42558.0,652.0,737.0,-429.0,29.0,6.0,13.0,7.0,25204.0,29768.0,492.0,1.0,1.0,0.0,0.0,3.0
LOLTMNT06_144093,Blue,1,Fortress Esports,2675.0,1614.0,19.0,5.0,9.0,0.0,17038.0,19586.0,336.0,35859.0,45819.0,688.0,1666.0,756.0,9.0,6.0,9.0,2.0,24676.0,30747.0,523.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT06_144093,Red,0,Epic Avalanche,-2675.0,-1614.0,-19.0,0.0,0.0,5.0,14363.0,17972.0,317.0,31583.0,41228.0,662.0,-1666.0,-756.0,-9.0,2.0,1.0,6.0,23010.0,29991.0,514.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT02_314584,Blue,1,FlyQuest,149.0,318.0,8.0,0.0,0.0,0.0,15433.0,19222.0,350.0,35448.0,44010.0,739.0,-1323.0,-757.0,6.0,0.0,0.0,2.0,23318.0,29747.0,554.0,1.0,0.0,1.0,0.0,3.0
LOLTMNT02_314584,Red,0,Vivo Keyd Stars,-149.0,-318.0,-8.0,0.0,0.0,0.0,15284.0,18904.0,342.0,33011.0,41596.0,723.0,1323.0,757.0,-6.0,2.0,5.0,0.0,24641.0,30504.0,548.0,0.0,1.0,0.0,1.0,4.0
LOLTMNT02_314585,Blue,0,Vivo Keyd Stars,233.0,492.0,16.0,0.0,0.0,0.0,15258.0,19836.0,336.0,32068.0,40048.0,690.0,-689.0,-951.0,3.0,0.0,0.0,1.0,23288.0,30131.0,529.0,0.0,0.0,1.0,0.0,6.0
LOLTMNT02_314585,Red,1,FlyQuest,-233.0,-492.0,-16.0,0.0,0.0,0.0,15025.0,19344.0,320.0,34598.0,43830.0,710.0,689.0,951.0,-3.0,1.0,2.0,0.0,23977.0,31082.0,526.0,1.0,1.0,0.0,1.0,4.0
LOLTMNT02_314587,Blue,0,FlyQuest,-1642.0,-555.0,7.0,0.0,0.0,4.0,14938.0,18511.0,328.0,32015.0,43795.0,766.0,-2500.0,-1933.0,-9.0,0.0,0.0,5.0,22669.0,29492.0,526.0,1.0,0.0,0.0,0.0,2.0
LOLTMNT02_314587,Red,1,Vivo Keyd Stars,1642.0,555.0,-7.0,4.0,8.0,0.0,16580.0,19066.0,321.0,33567.0,44765.0,754.0,2500.0,1933.0,9.0,5.0,9.0,0.0,25169.0,31425.0,535.0,0.0,1.0,1.0,1.0,2.0
LOLTMNT02_314588,Blue,0,Vivo Keyd Stars,-81.0,705.0,19.0,0.0,0.0,0.0,14988.0,19239.0,340.0,31633.0,40461.0,681.0,-428.0,-1335.0,-19.0,0.0,0.0,0.0,22844.0,29311.0,515.0,0.0,0.0,1.0,0.0,2.0
LOLTMNT02_314588,Red,1,FlyQuest,81.0,-705.0,-19.0,0.0,0.0,0.0,15069.0,18534.0,321.0,33796.0,42967.0,711.0,428.0,1335.0,19.0,0.0,0.0,0.0,23272.0,30646.0,534.0,1.0,1.0,0.0,1.0,3.0
LOLTMNT01_290988,Blue,1,T1 Esports Academy,2008.0,408.0,-11.0,6.0,9.0,2.0,17583.0,18432.0,299.0,36306.0,41864.0,645.0,-141.0,-392.0,-3.0,7.0,9.0,6.0,26384.0,29854.0,495.0,1.0,1.0,0.0,1.0,7.0
LOLTMNT01_290988,Red,0,BNK FEARX Youth,-2008.0,-408.0,11.0,2.0,2.0,6.0,15575.0,18024.0,310.0,34900.0,40386.0,656.0,141.0,392.0,3.0,6.0,9.0,7.0,26525.0,30246.0,498.0,0.0,0.0,1.0,0.0,7.0
LOLTMNT01_290989,Blue,1,BNK FEARX Youth,44.0,-175.0,2.0,1.0,3.0,2.0,16475.0,18906.0,348.0,37043.0,42711.0,734.0,1816.0,-541.0,-29.0,6.0,16.0,3.0,27364.0,29541.0,523.0,1.0,1.0,1.0,0.0,8.0
LOLTMNT01_290989,Red,0,T1 Esports Academy,-44.0,175.0,-2.0,2.0,5.0,1.0,16431.0,19081.0,346.0,34373.0,44231.0,766.0,-1816.0,541.0,29.0,3.0,6.0,6.0,25548.0,30082.0,552.0,0.0,0.0,0.0,1.0,6.0
LOLTMNT01_290992,Blue,0,T1 Esports Academy,-782.0,-573.0,-27.0,2.0,5.0,3.0,15807.0,18159.0,311.0,34783.0,43810.0,703.0,1967.0,2210.0,-12.0,7.0,12.0,4.0,26514.0,31698.0,517.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT01_290992,Red,1,BNK FEARX Youth,782.0,573.0,27.0,3.0,3.0,2.0,16589.0,18732.0,338.0,35682.0,42701.0,718.0,-1967.0,-2210.0,12.0,4.0,4.0,7.0,24547.0,29488.0,529.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT01_290994,Blue,1,T1 Esports Academy,294.0,52.0,-25.0,3.0,4.0,2.0,16282.0,19219.0,313.0,37724.0,45455.0,714.0,1200.0,1161.0,-25.0,7.0,10.0,6.0,26787.0,31216.0,496.0,1.0,0.0,1.0,0.0,6.0
LOLTMNT01_290994,Red,0,BNK FEARX Youth,-294.0,-52.0,25.0,2.0,2.0,3.0,15988.0,19167.0,338.0,34747.0,42296.0,698.0,-1200.0,-1161.0,25.0,6.0,7.0,7.0,25587.0,30055.0,521.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT01_291506,Blue,1,BNK FEARX Youth,-532.0,-712.0,-10.0,0.0,0.0,0.0,14943.0,18212.0,326.0,33807.0,43092.0,727.0,-1236.0,-793.0,17.0,0.0,0.0,1.0,23399.0,29963.0,557.0,0.0,1.0,1.0,0.0,2.0
LOLTMNT01_291506,Red,0,T1 Esports Academy,532.0,712.0,10.0,0.0,0.0,0.0,15475.0,18924.0,336.0,32408.0,43090.0,700.0,1236.0,793.0,-17.0,1.0,2.0,0.0,24635.0,30756.0,540.0,1.0,0.0,0.0,1.0,7.0
LOLTMNT06_144103,Blue,1,Gentle Mates,2736.0,1217.0,42.0,3.0,3.0,0.0,17483.0,20003.0,377.0,38772.0,46239.0,785.0,4417.0,1147.0,28.0,5.0,8.0,0.0,27153.0,31475.0,573.0,1.0,1.0,1.0,1.0,7.0
LOLTMNT06_144103,Red,0,eSuba,-2736.0,-1217.0,-42.0,0.0,0.0,3.0,14747.0,18786.0,335.0,32117.0,42382.0,731.0,-4417.0,-1147.0,-28.0,0.0,0.0,5.0,22736.0,30328.0,545.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT06_143186,Blue,0,Verdant,-169.0,131.0,6.0,1.0,2.0,1.0,15470.0,19020.0,339.0,32362.0,42879.0,721.0,-489.0,818.0,18.0,1.0,2.0,1.0,23117.0,29802.0,542.0,0.0,1.0,0.0,1.0,0.0
LOLTMNT06_143186,Red,1,Odivelas Sports Club,169.0,-131.0,-6.0,1.0,3.0,1.0,15639.0,18889.0,333.0,33429.0,42498.0,700.0,489.0,-818.0,-18.0,1.0,3.0,1.0,23606.0,28984.0,524.0,1.0,0.0,1.0,0.0,2.0
LOLTMNT03_297801,Blue,1,TeamOrangeGaming,1533.0,942.0,29.0,3.0,8.0,1.0,16508.0,17967.0,329.0,37024.0,44540.0,747.0,3803.0,2518.0,53.0,9.0,17.0,4.0,28049.0,31252.0,530.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT03_297801,Red,0,Veni Vidi Vici,-1533.0,-942.0,-29.0,1.0,3.0,3.0,14975.0,17025.0,300.0,32023.0,40776.0,675.0,-3803.0,-2518.0,-53.0,4.0,7.0,9.0,24246.0,28734.0,477.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT03_298900,Blue,1,Misa Esports,588.0,338.0,20.0,1.0,3.0,0.0,15720.0,19332.0,361.0,34252.0,43464.0,770.0,1652.0,2681.0,37.0,4.0,8.0,1.0,24866.0,31927.0,579.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT03_298900,Red,0,StormMedia Fajnie Mieć Skład,-588.0,-338.0,-20.0,0.0,0.0,1.0,15132.0,18994.0,341.0,33007.0,42386.0,726.0,-1652.0,-2681.0,-37.0,1.0,3.0,4.0,23214.0,29246.0,542.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT06_144114,Blue,1,Galions,1035.0,-157.0,5.0,2.0,3.0,1.0,16731.0,19260.0,351.0,40350.0,47213.0,725.0,1138.0,-35.0,15.0,5.0,7.0,6.0,26291.0,30931.0,541.0,1.0,1.0,0.0,1.0,5.0
LOLTMNT06_144114,Red,0,Senshi eSports,-1035.0,157.0,-5.0,1.0,1.0,2.0,15696.0,19417.0,346.0,34043.0,41345.0,660.0,-1138.0,35.0,-15.0,6.0,7.0,5.0,25153.0,30966.0,526.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT06_144118,Blue,0,Entropiq,459.0,679.0,25.0,0.0,0.0,0.0,15332.0,19728.0,358.0,33989.0,42360.0,717.0,264.0,-383.0,-4.0,0.0,0.0,0.0,23631.0,30086.0,555.0,1.0,0.0,0.0,0.0,4.0
LOLTMNT06_144118,Red,1,GnG Amazigh,-459.0,-679.0,-25.0,0.0,0.0,0.0,14873.0,19049.0,333.0,31546.0,42374.0,733.0,-264.0,383.0,4.0,0.0,0.0,0.0,23367.0,30469.0,559.0,0.0,1.0,1.0,1.0,2.0
LOLTMNT06_144120,Blue,1,ROSSMANN Centaurs,1813.0,759.0,10.0,4.0,5.0,0.0,16716.0,19338.0,336.0,35677.0,44423.0,748.0,1206.0,51.0,16.0,4.0,5.0,2.0,24867.0,29769.0,532.0,1.0,0.0,1.0,1.0,3.0
LOLTMNT06_144120,Red,0,Colossal Gaming,-1813.0,-759.0,-10.0,0.0,0.0,4.0,14903.0,18579.0,326.0,32350.0,41992.0,713.0,-1206.0,-51.0,-16.0,2.0,4.0,4.0,23661.0,29718.0,516.0,0.0,1.0,0.0,0.0,3.0
LOLTMNT06_144127,Blue,0,Los Heretics,-564.0,-229.0,-23.0,3.0,4.0,3.0,16272.0,19646.0,340.0,33098.0,41737.0,712.0,-2216.0,-2335.0,-62.0,3.0,4.0,4.0,23638.0,29974.0,527.0,0.0,0.0,0.0,1.0,0.0
