gameid,side,result,teamname,goldat10,xpat10,csat10,goldat20,firsttower,firstdragon,firstherald,firstblood
LOLTMNT01_249398,Red,0,FlyQuest,15480.0,19796.0,361.0,32719.0,1.0,1.0,0.0,0.0
LOLTMNT01_249414,Blue,0,FlyQuest,16829.0,19300.0,336.0,34169.0,0.0,0.0,1.0,1.0
LOLTMNT01_249428,Blue,1,FlyQuest,16939.0,19210.0,357.0,36225.0,1.0,0.0,1.0,0.0
LOLTMNT01_249476,Red,1,KT Rolster,16427.0,19634.0,351.0,36506.0,1.0,1.0,0.0,1.0
LOLTMNT01_250305,Red,1,KT Rolster,14793.0,17747.0,319.0,35254.0,1.0,1.0,1.0,1.0
LOLTMNT01_250311,Red,1,KT Rolster,15666.0,18280.0,310.0,36961.0,0.0,1.0,1.0,1.0
LOLTMNT03_255495,Blue,1,CTBC Flying Oyster,16156.0,19512.0,336.0,36523.0,1.0,0.0,1.0,1.0
LOLTMNT03_255506,Red,0,CTBC Flying Oyster,15584.0,19044.0,333.0,36113.0,0.0,1.0,0.0,0.0
LOLTMNT03_254735,Blue,1,CTBC Flying Oyster,17029.0,20280.0,353.0,38369.0,1.0,1.0,1.0,0.0
LOLTMNT03_254738,Red,0,CTBC Flying Oyster,15804.0,18199.0,321.0,33542.0,1.0,0.0,0.0,0.0
LOLTMNT03_255515,Blue,1,CTBC Flying Oyster,15393.0,19211.0,356.0,34286.0,1.0,1.0,1.0,1.0
LOLTMNT06_123414,Blue,0,G2 Esports,15262.0,18107.0,326.0,31782.0,1.0,1.0,0.0,0.0
LOLTMNT06_123414,Red,1,Movistar KOI,16750.0,19329.0,344.0,32916.0,0.0,0.0,1.0,1.0
LOLTMNT06_122412,Blue,0,G2 Esports,15735.0,18295.0,315.0,31939.0,0.0,1.0,0.0,1.0
LOLTMNT06_122412,Red,1,Movistar KOI,17013.0,19849.0,339.0,36561.0,1.0,0.0,1.0,0.0
LOLTMNT06_123415,Blue,1,G2 Esports,15405.0,19674.0,346.0,34979.0,0.0,1.0,1.0,1.0
LOLTMNT06_123415,Red,0,Movistar KOI,16051.0,20076.0,353.0,33263.0,1.0,0.0,0.0,0.0
LOLTMNT06_122413,Blue,1,Movistar KOI,15706.0,18057.0,334.0,32741.0,0.0,0.0,0.0,1.0
LOLTMNT06_122413,Red,0,G2 Esports,16220.0,18586.0,334.0,33862.0,1.0,1.0,1.0,0.0
LOLTMNT01_251602,Blue,0,Gen.G,14703.0,17416.0,318.0,33426.0,0.0,1.0,0.0,0.0
LOLTMNT01_251602,Red,1,Hanwha Life Esports,16699.0,18697.0,342.0,33867.0,1.0,0.0,1.0,1.0
LOLTMNT01_252424,Blue,0,Gen.G,15585.0,19515.0,370.0,32254.0,0.0,0.0,1.0,0.0
LOLTMNT01_252424,Red,1,Hanwha Life Esports,15408.0,19541.0,347.0,34567.0,1.0,1.0,0.0,1.0
LOLTMNT01_252430,Blue,1,Gen.G,16767.0,20805.0,359.0,39190.0,1.0,0.0,1.0,0.0
LOLTMNT01_252430,Red,0,Hanwha Life Esports,14987.0,18460.0,319.0,33339.0,0.0,1.0,0.0,1.0
LOLTMNT01_252434,Blue,0,Hanwha Life Esports,15530.0,18824.0,336.0,33198.0,0.0,0.0,1.0,0.0
LOLTMNT01_252434,Red,1,Gen.G,16627.0,19116.0,338.0,35213.0,1.0,1.0,0.0,1.0
LOLTMNT01_252445,Blue,0,Hanwha Life Esports,16512.0,18840.0,348.0,33560.0,1.0,0.0,1.0,1.0
LOLTMNT01_252445,Red,1,Gen.G,15723.0,19042.0,332.0,34773.0,0.0,1.0,0.0,0.0
LOLTMNT01_252598,Blue,0,T1,16892.0,19674.0,348.0,33614.0,0.0,0.0,0.0,1.0
LOLTMNT01_252598,Red,1,KT Rolster,15671.0,18713.0,335.0,34569.0,1.0,1.0,1.0,0.0
LOLTMNT01_252614,Blue,1,T1,15928.0,18565.0,342.0,35449.0,0.0,0.0,1.0,1.0
LOLTMNT01_252614,Red,0,KT Rolster,15825.0,18475.0,336.0,32817.0,1.0,1.0,0.0,0.0
LOLTMNT01_252626,Blue,0,KT Rolster,16234.0,18341.0,324.0,34236.0,0.0,0.0,1.0,1.0
LOLTMNT01_252626,Red,1,T1,16299.0,17477.0,324.0,35347.0,1.0,1.0,0.0,0.0
LOLTMNT01_251863,Blue,0,KT Rolster,16043.0,18713.0,330.0,36931.0,1.0,0.0,1.0,0.0
LOLTMNT01_251863,Red,1,T1,16465.0,17855.0,322.0,35163.0,0.0,1.0,0.0,1.0
LOLTMNT01_252766,Blue,0,Hanwha Life Esports,15958.0,19310.0,359.0,32365.0,0.0,0.0,0.0,1.0
LOLTMNT01_252766,Red,1,T1,15341.0,19158.0,335.0,34643.0,1.0,1.0,1.0,0.0
LOLTMNT01_253007,Blue,0,Hanwha Life Esports,15999.0,19752.0,356.0,34407.0,1.0,0.0,1.0,0.0
LOLTMNT01_253007,Red,1,T1,15482.0,18622.0,346.0,33495.0,0.0,1.0,0.0,1.0
LOLTMNT01_252771,Blue,1,T1,15442.0,18486.0,351.0,41159.0,1.0,1.0,1.0,1.0
LOLTMNT01_252771,Red,0,Hanwha Life Esports,15160.0,18085.0,333.0,30508.0,0.0,0.0,0.0,0.0
LOLTMNT01_253074,Blue,1,FlyQuest,16480.0,20293.0,367.0,36199.0,1.0,1.0,1.0,1.0
LOLTMNT01_253075,Red,0,FlyQuest,14795.0,18794.0,329.0,32879.0,1.0,1.0,0.0,0.0
LOLTMNT01_253076,Blue,0,FlyQuest,15102.0,18288.0,333.0,33741.0,0.0,1.0,1.0,0.0
LOLTMNT01_253078,Blue,1,FlyQuest,16483.0,18462.0,323.0,37187.0,1.0,0.0,1.0,1.0
LOLTMNT01_252856,Red,1,FlyQuest,15872.0,18111.0,330.0,36577.0,1.0,0.0,0.0,1.0
LOLTMNT03_258379,Red,0,G2 Esports,15734.0,18930.0,331.0,32500.0,0.0,0.0,1.0,0.0
LOLTMNT03_257393,Blue,1,G2 Esports,16034.0,19557.0,333.0,35931.0,1.0,0.0,1.0,1.0
LOLTMNT03_257408,Red,1,G2 Esports,15595.0,19139.0,320.0,33329.0,0.0,1.0,1.0,1.0
LOLTMNT03_258398,Blue,0,G2 Esports,16017.0,18326.0,337.0,33228.0,0.0,1.0,1.0,0.0
LOLTMNT03_257416,Blue,1,G2 Esports,16419.0,18656.0,316.0,36555.0,0.0,0.0,1.0,0.0
LOLTMNT03_257430,Blue,1,Bilibili Gaming,16498.0,19163.0,340.0,37006.0,1.0,1.0,1.0,0.0
LOLTMNT03_258418,Red,1,Bilibili Gaming,15000.0,17855.0,319.0,33725.0,1.0,1.0,0.0,1.0
LOLTMNT03_257442,Red,1,Bilibili Gaming,18301.0,20237.0,332.0,43020.0,1.0,1.0,1.0,1.0
LOLTMNT03_257596,Blue,1,Bilibili Gaming,15588.0,18451.0,332.0,35219.0,1.0,1.0,1.0,1.0
LOLTMNT03_257596,Red,0,G2 Esports,15359.0,19023.0,334.0,33081.0,0.0,0.0,0.0,0.0
LOLTMNT03_257602,Blue,0,G2 Esports,16030.0,18928.0,326.0,34473.0,0.0,0.0,0.0,0.0
LOLTMNT03_257602,Red,1,Bilibili Gaming,16553.0,19604.0,347.0,38146.0,1.0,1.0,1.0,1.0
LOLTMNT03_258617,Blue,0,G2 Esports,16242.0,18707.0,338.0,34024.0,1.0,0.0,0.0,0.0
LOLTMNT03_258617,Red,1,Bilibili Gaming,16271.0,19277.0,342.0,36818.0,0.0,1.0,1.0,1.0
LOLTMNT03_258859,Blue,1,G2 Esports,16691.0,19730.0,364.0,36793.0,1.0,1.0,1.0,1.0
LOLTMNT03_257845,Red,1,G2 Esports,16310.0,18376.0,326.0,37577.0,1.0,1.0,0.0,1.0
LOLTMNT03_257849,Red,0,G2 Esports,16622.0,18942.0,334.0,35144.0,0.0,1.0,1.0,0.0
LOLTMNT03_257855,Blue,0,G2 Esports,15568.0,18498.0,319.0,34349.0,0.0,0.0,0.0,0.0
LOLTMNT03_258884,Blue,1,G2 Esports,15934.0,19672.0,356.0,33186.0,0.0,1.0,1.0,1.0
LOLTMNT03_260300,Blue,0,Gen.G,15456.0,19259.0,347.0,33320.0,1.0,0.0,1.0,0.0
LOLTMNT03_260300,Red,1,G2 Esports,15034.0,18809.0,342.0,33519.0,0.0,1.0,0.0,1.0
LOLTMNT03_260310,Blue,1,Gen.G,16756.0,19134.0,341.0,36672.0,1.0,0.0,1.0,1.0
LOLTMNT03_260310,Red,0,G2 Esports,15404.0,17830.0,309.0,31788.0,0.0,1.0,0.0,0.0
LOLTMNT03_260312,Blue,0,G2 Esports,14307.0,17130.0,309.0,30309.0,0.0,1.0,0.0,0.0
LOLTMNT03_260312,Red,1,Gen.G,15530.0,17807.0,331.0,35607.0,1.0,0.0,1.0,1.0
LOLTMNT03_259383,Blue,1,Gen.G,16847.0,18096.0,330.0,36469.0,1.0,0.0,1.0,1.0
LOLTMNT03_259383,Red,0,G2 Esports,16624.0,18419.0,303.0,33263.0,0.0,1.0,0.0,0.0
LOLTMNT03_261259,Blue,0,Anyone's Legend,15746.0,18705.0,324.0,32687.0,1.0,1.0,1.0,1.0
LOLTMNT03_261259,Red,1,FlyQuest,16476.0,19161.0,331.0,34656.0,0.0,0.0,0.0,0.0
LOLTMNT03_261266,Blue,1,Anyone's Legend,16039.0,20086.0,369.0,37744.0,1.0,1.0,1.0,1.0
LOLTMNT03_261266,Red,0,FlyQuest,14865.0,18832.0,330.0,31873.0,0.0,0.0,0.0,0.0
LOLTMNT03_261269,Blue,0,FlyQuest,16044.0,19633.0,346.0,34060.0,1.0,0.0,0.0,1.0
LOLTMNT03_261269,Red,1,Anyone's Legend,15912.0,19358.0,371.0,35329.0,0.0,1.0,1.0,0.0
LOLTMNT03_261272,Blue,1,Anyone's Legend,16087.0,19396.0,346.0,36332.0,1.0,0.0,1.0,1.0
LOLTMNT03_261272,Red,0,FlyQuest,15434.0,19739.0,316.0,34177.0,0.0,1.0,0.0,0.0
LOLTMNT03_261555,Blue,0,Movistar KOI,15141.0,18907.0,316.0,31926.0,0.0,0.0,0.0,1.0
LOLTMNT03_261555,Red,1,Bilibili Gaming,16255.0,19811.0,342.0,37556.0,1.0,1.0,1.0,0.0
LOLTMNT03_261584,Blue,1,Movistar KOI,16317.0,19244.0,314.0,34764.0,0.0,0.0,1.0,1.0
LOLTMNT03_261584,Red,0,Bilibili Gaming,14932.0,18748.0,335.0,33550.0,1.0,1.0,0.0,0.0
LOLTMNT03_261593,Blue,1,Bilibili Gaming,15684.0,19313.0,331.0,35207.0,1.0,1.0,1.0,1.0
LOLTMNT03_261593,Red,0,Movistar KOI,15443.0,18821.0,332.0,32653.0,0.0,0.0,0.0,0.0
LOLTMNT03_261611,Blue,0,Movistar KOI,15535.0,18967.0,349.0,33622.0,0.0,1.0,1.0,0.0
LOLTMNT03_261611,Red,1,Bilibili Gaming,16584.0,19215.0,362.0,34775.0,1.0,0.0,0.0,1.0
LOLTMNT03_261634,Blue,0,CTBC Flying Oyster,17190.0,20481.0,370.0,33873.0,0.0,0.0,1.0,1.0
LOLTMNT03_261634,Red,1,T1,16253.0,19727.0,363.0,35117.0,1.0,1.0,0.0,0.0
LOLTMNT03_262048,Blue,1,CTBC Flying Oyster,17004.0,18300.0,305.0,39883.0,1.0,0.0,1.0,1.0
LOLTMNT03_262048,Red,0,T1,15148.0,16663.0,308.0,30751.0,0.0,1.0,0.0,0.0
LOLTMNT03_262051,Blue,0,T1,15198.0,18525.0,334.0,32362.0,0.0,0.0,0.0,0.0
LOLTMNT03_262051,Red,1,CTBC Flying Oyster,16339.0,19675.0,340.0,35479.0,1.0,1.0,1.0,1.0
LOLTMNT03_262054,Blue,1,T1,16747.0,18530.0,317.0,39453.0,1.0,0.0,1.0,1.0
LOLTMNT03_262054,Red,0,CTBC Flying Oyster,15896.0,18792.0,332.0,32473.0,0.0,1.0,0.0,0.0
LOLTMNT03_261664,Blue,0,CTBC Flying Oyster,14639.0,17861.0,303.0,32947.0,0.0,1.0,0.0,0.0
LOLTMNT03_261664,Red,1,T1,16298.0,19653.0,350.0,39263.0,1.0,0.0,1.0,1.0
LOLTMNT03_261937,Blue,1,FlyQuest,16067.0,20246.0,375.0,33463.0,1.0,0.0,1.0,0.0
LOLTMNT03_261937,Red,0,G2 Esports,15059.0,19282.0,353.0,32645.0,0.0,1.0,0.0,1.0
LOLTMNT03_261951,Blue,0,G2 Esports,15557.0,18234.0,300.0,33260.0,1.0,0.0,1.0,1.0
LOLTMNT03_261951,Red,1,FlyQuest,15332.0,17987.0,312.0,33678.0,0.0,1.0,0.0,0.0
LOLTMNT03_261965,Blue,1,FlyQuest,16199.0,18859.0,317.0,33713.0,1.0,1.0,1.0,1.0
LOLTMNT03_261965,Red,0,G2 Esports,14938.0,18272.0,314.0,31702.0,0.0,0.0,0.0,0.0
LOLTMNT03_261991,Blue,1,Anyone's Legend,16438.0,17925.0,319.0,36210.0,1.0,1.0,1.0,0.0
LOLTMNT03_261991,Red,0,Gen.G,15877.0,17536.0,308.0,32793.0,0.0,0.0,0.0,1.0
LOLTMNT03_261997,Blue,1,Gen.G,15637.0,18910.0,337.0,34387.0,1.0,1.0,0.0,1.0
LOLTMNT03_261997,Red,0,Anyone's Legend,15160.0,17927.0,318.0,32990.0,0.0,0.0,1.0,0.0
LOLTMNT03_262298,Blue,0,Anyone's Legend,16921.0,19106.0,319.0,33967.0,1.0,1.0,1.0,0.0
LOLTMNT03_262298,Red,1,Gen.G,15753.0,18126.0,323.0,33432.0,0.0,0.0,0.0,1.0
LOLTMNT03_262304,Blue,1,Anyone's Legend,15810.0,19140.0,340.0,34119.0,1.0,0.0,1.0,1.0
LOLTMNT03_262304,Red,0,Gen.G,15659.0,18737.0,342.0,32561.0,0.0,1.0,0.0,0.0
LOLTMNT03_263018,Blue,1,Gen.G,16457.0,17937.0,315.0,35020.0,0.0,1.0,0.0,1.0
LOLTMNT03_263018,Red,0,Anyone's Legend,14880.0,18428.0,333.0,34365.0,1.0,0.0,1.0,0.0
LOLTMNT03_262679,Blue,1,CTBC Flying Oyster,15793.0,19633.0,361.0,35593.0,1.0,1.0,1.0,0.0
LOLTMNT03_262679,Red,0,Movistar KOI,15555.0,19057.0,333.0,31796.0,0.0,0.0,0.0,1.0
LOLTMNT03_262687,Blue,0,Movistar KOI,16196.0,17699.0,307.0,33936.0,1.0,1.0,1.0,0.0
LOLTMNT03_262687,Red,1,CTBC Flying Oyster,16584.0,19414.0,315.0,34064.0,0.0,0.0,0.0,1.0
LOLTMNT03_263270,Blue,1,Movistar KOI,16838.0,18992.0,332.0,39264.0,0.0,0.0,1.0,0.0
LOLTMNT03_263270,Red,0,CTBC Flying Oyster,16128.0,19504.0,328.0,35292.0,1.0,1.0,0.0,1.0
LOLTMNT03_263277,Blue,1,CTBC Flying Oyster,16140.0,19807.0,360.0,35193.0,1.0,1.0,1.0,0.0
LOLTMNT03_263277,Red,0,Movistar KOI,15019.0,18799.0,326.0,32038.0,0.0,0.0,0.0,1.0
LOLTMNT03_263304,Blue,0,Bilibili Gaming,16462.0,19251.0,325.0,32989.0,0.0,0.0,0.0,1.0
LOLTMNT03_263304,Red,1,T1,15785.0,19034.0,344.0,38636.0,1.0,1.0,1.0,0.0
LOLTMNT03_262722,Blue,0,Bilibili Gaming,16805.0,19306.0,351.0,35484.0,0.0,0.0,1.0,1.0
LOLTMNT03_262722,Red,1,T1,15737.0,19349.0,356.0,33583.0,1.0,1.0,0.0,0.0
LOLTMNT03_262729,Blue,0,Bilibili Gaming,15666.0,18778.0,319.0,33840.0,0.0,0.0,1.0,1.0
LOLTMNT03_262729,Red,1,T1,15691.0,18715.0,349.0,34379.0,1.0,1.0,0.0,0.0
LOLTMNT03_265004,Blue,0,CTBC Flying Oyster,15302.0,18705.0,347.0,33080.0,0.0,0.0,0.0,0.0
LOLTMNT03_265004,Red,1,Anyone's Legend,15930.0,19035.0,353.0,34478.0,1.0,1.0,1.0,1.0
LOLTMNT03_264414,Blue,0,CTBC Flying Oyster,15704.0,18605.0,345.0,31843.0,0.0,0.0,0.0,1.0
LOLTMNT03_264414,Red,1,Anyone's Legend,17145.0,19794.0,337.0,36226.0,1.0,1.0,1.0,0.0
LOLTMNT03_265013,Blue,0,Anyone's Legend,15327.0,18749.0,347.0,32360.0,0.0,0.0,0.0,0.0
LOLTMNT03_265013,Red,1,CTBC Flying Oyster,15790.0,18468.0,325.0,33963.0,1.0,1.0,1.0,1.0
LOLTMNT03_264421,Blue,1,Anyone's Legend,15512.0,18327.0,329.0,34206.0,0.0,0.0,0.0,0.0
LOLTMNT03_264421,Red,0,CTBC Flying Oyster,16020.0,19123.0,325.0,34071.0,1.0,1.0,1.0,1.0
LOLTMNT03_265457,Blue,1,FlyQuest,16858.0,19962.0,350.0,33921.0,1.0,0.0,1.0,1.0
LOLTMNT03_265457,Red,0,Bilibili Gaming,16886.0,19056.0,344.0,34388.0,0.0,1.0,0.0,0.0
LOLTMNT03_264862,Blue,1,Bilibili Gaming,16486.0,19667.0,365.0,35990.0,0.0,1.0,1.0,1.0
LOLTMNT03_264862,Red,0,FlyQuest,15745.0,18541.0,323.0,35241.0,1.0,0.0,0.0,0.0
LOLTMNT03_265469,Blue,1,Bilibili Gaming,16148.0,18308.0,333.0,37223.0,1.0,0.0,1.0,1.0
LOLTMNT03_265469,Red,0,FlyQuest,15394.0,18749.0,322.0,33595.0,0.0,1.0,0.0,0.0
LOLTMNT03_264874,Blue,0,Bilibili Gaming,14889.0,17732.0,301.0,32395.0,0.0,0.0,0.0,0.0
LOLTMNT03_264874,Red,1,FlyQuest,15595.0,18430.0,315.0,38200.0,1.0,1.0,1.0,1.0
LOLTMNT03_264880,Blue,1,Bilibili Gaming,16322.0,19482.0,339.0,37775.0,1.0,1.0,1.0,1.0
LOLTMNT03_264880,Red,0,FlyQuest,14934.0,19215.0,313.0,29526.0,0.0,0.0,0.0,0.0
LOLTMNT03_267098,Blue,0,T1,14857.0,18164.0,322.0,34333.0,1.0,1.0,0.0,0.0
LOLTMNT03_267098,Red,1,Gen.G,16247.0,18604.0,327.0,35270.0,0.0,0.0,1.0,1.0
LOLTMNT03_267102,Blue,1,T1,16990.0,18614.0,335.0,37306.0,1.0,1.0,1.0,0.0
LOLTMNT03_267102,Red,0,Gen.G,18393.0,18870.0,333.0,35815.0,0.0,0.0,0.0,1.0
LOLTMNT03_266421,Blue,1,Gen.G,15174.0,18623.0,324.0,32221.0,0.0,0.0,1.0,1.0
LOLTMNT03_266421,Red,0,T1,15156.0,18270.0,328.0,32628.0,1.0,1.0,0.0,0.0
LOLTMNT03_266422,Blue,1,T1,15519.0,17351.0,312.0,32120.0,1.0,0.0,1.0,0.0
LOLTMNT03_266422,Red,0,Gen.G,16402.0,17878.0,294.0,31535.0,0.0,1.0,0.0,1.0
LOLTMNT03_266430,Blue,1,Gen.G,15015.0,18587.0,327.0,31613.0,0.0,0.0,0.0,0.0
LOLTMNT03_266430,Red,0,T1,16593.0,19305.0,336.0,33807.0,1.0,1.0,1.0,1.0
LOLTMNT03_270167,Blue,1,Anyone's Legend,15486.0,20050.0,358.0,34321.0,1.0,0.0,0.0,0.0
LOLTMNT03_270167,Red,0,Bilibili Gaming,15941.0,19749.0,363.0,34670.0,0.0,1.0,1.0,1.0
LOLTMNT03_269192,Blue,0,Bilibili Gaming,15905.0,18914.0,346.0,34202.0,0.0,1.0,1.0,0.0
LOLTMNT03_269192,Red,1,Anyone's Legend,17172.0,19313.0,363.0,37647.0,1.0,0.0,0.0,1.0
LOLTMNT03_270179,Blue,0,Bilibili Gaming,16719.0,18751.0,320.0,36532.0,0.0,1.0,1.0,1.0
LOLTMNT03_270179,Red,1,Anyone's Legend,16001.0,18728.0,319.0,38321.0,1.0,0.0,0.0,0.0
LOLTMNT03_270692,Blue,0,T1,16057.0,18961.0,339.0,34798.0,1.0,1.0,0.0,0.0
LOLTMNT03_270692,Red,1,Anyone's Legend,16374.0,18613.0,339.0,34013.0,0.0,0.0,1.0,1.0
LOLTMNT03_270702,Blue,1,T1,17219.0,18956.0,338.0,38205.0,1.0,1.0,1.0,1.0
LOLTMNT03_270702,Red,0,Anyone's Legend,15683.0,18619.0,351.0,34146.0,0.0,0.0,0.0,0.0
LOLTMNT03_270708,Blue,1,Anyone's Legend,16413.0,19259.0,347.0,36056.0,1.0,0.0,1.0,1.0
LOLTMNT03_270708,Red,0,T1,15895.0,19356.0,347.0,32708.0,0.0,1.0,0.0,0.0
LOLTMNT03_270710,Blue,1,T1,15892.0,19333.0,354.0,32764.0,1.0,1.0,1.0,0.0
LOLTMNT03_270710,Red,0,Anyone's Legend,15491.0,19220.0,319.0,34047.0,0.0,0.0,0.0,1.0
LOLTMNT03_269768,Blue,0,Anyone's Legend,16129.0,20501.0,378.0,31584.0,1.0,1.0,0.0,0.0
LOLTMNT03_269768,Red,1,T1,15658.0,19518.0,351.0,37073.0,0.0,0.0,1.0,1.0
LOLTMNT03_271213,Blue,0,Gen.G,15437.0,19222.0,357.0,31625.0,0.0,1.0,0.0,1.0
LOLTMNT03_271213,Red,1,T1,14941.0,18877.0,335.0,33342.0,1.0,0.0,1.0,0.0
LOLTMNT03_271225,Blue,1,Gen.G,15336.0,17983.0,325.0,34643.0,1.0,1.0,1.0,1.0
LOLTMNT03_271225,Red,0,T1,16372.0,19448.0,333.0,32378.0,0.0,0.0,0.0,0.0
LOLTMNT03_271258,Blue,1,T1,15682.0,18685.0,337.0,34592.0,1.0,1.0,1.0,1.0
LOLTMNT03_271258,Red,0,Gen.G,15148.0,17904.0,334.0,31446.0,0.0,0.0,0.0,0.0
LOLTMNT03_272249,Blue,1,Gen.G,16310.0,19704.0,355.0,34861.0,0.0,1.0,1.0,1.0
LOLTMNT03_272249,Red,0,T1,15988.0,19652.0,345.0,32347.0,1.0,0.0,0.0,0.0
LOLTMNT03_272282,Blue,0,T1,16760.0,19510.0,358.0,33235.0,0.0,1.0,0.0,1.0
LOLTMNT03_272282,Red,1,Gen.G,16344.0,19361.0,354.0,34743.0,1.0,0.0,1.0,0.0
LOLTMNT06_128269,Blue,1,Hanwha Life Esports,16566.0,18442.0,320.0,36272.0,1.0,0.0,0.0,0.0
LOLTMNT06_128269,Red,0,CTBC Flying Oyster,17361.0,18988.0,316.0,33160.0,0.0,1.0,1.0,1.0
LOLTMNT06_128276,Blue,1,Movistar KOI,14851.0,18464.0,339.0,32935.0,1.0,1.0,1.0,0.0
LOLTMNT06_128289,Blue,1,G2 Esports,16501.0,19331.0,348.0,36477.0,0.0,0.0,1.0,0.0
LOLTMNT06_128309,Blue,1,FlyQuest,15410.0,19246.0,347.0,33832.0,1.0,0.0,1.0,0.0
LOLTMNT06_128338,Blue,1,Hanwha Life Esports,16647.0,19633.0,344.0,35175.0,1.0,1.0,0.0,0.0
LOLTMNT06_128338,Red,0,Movistar KOI,16300.0,18724.0,332.0,34386.0,0.0,0.0,1.0,1.0
LOLTMNT06_128362,Blue,0,FlyQuest,14855.0,18107.0,303.0,33222.0,0.0,1.0,0.0,0.0
LOLTMNT06_128362,Red,1,G2 Esports,16796.0,18567.0,319.0,37047.0,1.0,0.0,1.0,1.0
LOLTMNT06_128393,Red,1,CTBC Flying Oyster,16278.0,19989.0,343.0,38821.0,1.0,1.0,1.0,0.0
LOLTMNT06_129443,Blue,1,Movistar KOI,15054.0,18528.0,337.0,33971.0,1.0,0.0,1.0,0.0
LOLTMNT06_129443,Red,0,CTBC Flying Oyster,17447.0,19908.0,337.0,34935.0,0.0,1.0,0.0,1.0
LOLTMNT06_129453,Blue,1,FlyQuest,18708.0,20623.0,352.0,36253.0,1.0,1.0,0.0,1.0
LOLTMNT06_128462,Blue,1,Anyone's Legend,16304.0,18675.0,342.0,36253.0,1.0,1.0,1.0,0.0
LOLTMNT06_128462,Red,0,Hanwha Life Esports,16127.0,18637.0,332.0,32111.0,0.0,0.0,0.0,1.0
LOLTMNT06_129466,Blue,1,Hanwha Life Esports,16053.0,18872.0,348.0,33409.0,1.0,1.0,1.0,1.0
LOLTMNT06_129466,Red,0,Anyone's Legend,16333.0,20001.0,352.0,35214.0,0.0,0.0,0.0,0.0
LOLTMNT06_129477,Blue,1,Anyone's Legend,15760.0,20037.0,369.0,33591.0,1.0,0.0,1.0,0.0
LOLTMNT06_129477,Red,0,Hanwha Life Esports,16135.0,19366.0,354.0,32658.0,0.0,1.0,0.0,1.0
LOLTMNT06_128498,Blue,0,G2 Esports,16105.0,18244.0,312.0,33257.0,0.0,0.0,0.0,0.0
LOLTMNT06_128498,Red,1,Bilibili Gaming,16241.0,18833.0,343.0,34603.0,1.0,1.0,1.0,1.0
LOLTMNT06_128517,Blue,1,G2 Esports,15999.0,19141.0,333.0,36224.0,1.0,0.0,1.0,1.0
LOLTMNT06_128517,Red,0,Bilibili Gaming,14608.0,18495.0,317.0,32916.0,0.0,1.0,0.0,0.0
LOLTMNT06_129537,Blue,0,Bilibili Gaming,15325.0,18140.0,327.0,34917.0,0.0,0.0,1.0,0.0
LOLTMNT06_129537,Red,1,G2 Esports,15901.0,17864.0,315.0,35253.0,1.0,1.0,0.0,1.0
LOLTMNT06_129581,Blue,1,T1,16731.0,19351.0,342.0,36904.0,1.0,1.0,1.0,1.0
LOLTMNT06_129581,Red,0,Movistar KOI,15901.0,18748.0,349.0,32368.0,0.0,0.0,0.0,0.0
LOLTMNT06_128573,Blue,1,Movistar KOI,17457.0,18881.0,319.0,38087.0,1.0,0.0,1.0,0.0
LOLTMNT06_128573,Red,0,T1,16363.0,18446.0,320.0,37782.0,0.0,1.0,0.0,1.0
LOLTMNT06_129582,Blue,1,T1,16666.0,19668.0,346.0,37440.0,1.0,0.0,1.0,1.0
LOLTMNT06_129582,Red,0,Movistar KOI,15747.0,18781.0,314.0,33977.0,0.0,1.0,0.0,0.0
LOLTMNT06_129597,Blue,0,FlyQuest,15690.0,19199.0,342.0,34709.0,0.0,0.0,1.0,1.0
LOLTMNT06_129597,Red,1,Gen.G,16247.0,19529.0,344.0,39289.0,1.0,1.0,0.0,0.0
LOLTMNT06_129602,Blue,1,Gen.G,16495.0,19242.0,329.0,36305.0,1.0,1.0,1.0,1.0
LOLTMNT06_129602,Red,0,FlyQuest,15897.0,19209.0,310.0,35116.0,0.0,0.0,0.0,0.0
LOLTMNT06_128649,Blue,1,Anyone's Legend,16092.0,19753.0,370.0,39828.0,1.0,0.0,1.0,1.0
LOLTMNT06_128649,Red,0,T1,15420.0,19332.0,363.0,31363.0,0.0,1.0,0.0,0.0
LOLTMNT06_129670,Blue,0,T1,15443.0,18416.0,349.0,31708.0,0.0,1.0,0.0,0.0
LOLTMNT06_129670,Red,1,Anyone's Legend,16107.0,19162.0,325.0,34615.0,1.0,0.0,1.0,1.0
LOLTMNT06_129677,Blue,0,G2 Esports,15612.0,18936.0,347.0,31365.0,0.0,0.0,0.0,0.0
LOLTMNT06_129677,Red,1,Gen.G,16451.0,19618.0,348.0,35633.0,1.0,1.0,1.0,1.0
LOLTMNT06_129680,Blue,1,G2 Esports,16242.0,18860.0,313.0,36935.0,0.0,0.0,1.0,1.0
LOLTMNT06_129680,Red,0,Gen.G,15824.0,18082.0,293.0,35339.0,1.0,1.0,0.0,0.0
LOLTMNT06_129681,Blue,1,Gen.G,15532.0,18483.0,314.0,35157.0,1.0,0.0,1.0,1.0
LOLTMNT06_129681,Red,0,G2 Esports,15307.0,18427.0,305.0,32395.0,0.0,1.0,0.0,0.0
LOLTMNT06_129717,Blue,1,T1,16516.0,19568.0,333.0,36832.0,1.0,0.0,1.0,1.0
LOLTMNT06_129717,Red,0,G2 Esports,15418.0,18784.0,337.0,33473.0,0.0,1.0,0.0,0.0
