gameid,side,result,teamname,goldat10,xpat10,csat10,goldat20,firsttower,firstdragon,firstherald,firstblood
LOLTMNT05_113358,Blue,1,Fnatic,15875.0,19500.0,358.0,33260.0,0.0,0.0,0.0,1.0
LOLTMNT05_114376,Blue,0,100 Thieves,14756.0,15966.0,269.0,31403.0,0.0,0.0,0.0,0.0
LOLTMNT05_113363,Blue,0,100 Thieves,15717.0,18591.0,286.0,34073.0,0.0,0.0,1.0,1.0
LOLTMNT05_114381,Blue,1,Movistar KOI,16732.0,20355.0,381.0,35113.0,1.0,0.0,1.0,1.0
LOLTMNT05_114389,Red,1,Movistar KOI,17747.0,19620.0,335.0,37253.0,1.0,1.0,1.0,1.0
LOLTMNT05_113376,Blue,0,100 Thieves,16260.0,18330.0,318.0,37439.0,1.0,0.0,1.0,1.0
LOLTMNT05_113387,Red,1,G2 Esports,16963.0,20488.0,370.0,36826.0,1.0,1.0,1.0,1.0
LOLTMNT05_113388,Red,0,G2 Esports,16349.0,19333.0,358.0,33849.0,0.0,1.0,0.0,1.0
LOLTMNT05_114409,Blue,1,G2 Esports,16589.0,20126.0,361.0,38740.0,1.0,0.0,1.0,1.0
LOLTMNT05_114414,Red,1,G2 Esports,15463.0,19817.0,349.0,32622.0,1.0,1.0,1.0,0.0
LOLTMNT05_115018,Blue,1,Fnatic,16029.0,18916.0,354.0,37306.0,1.0,1.0,1.0,1.0
LOLTMNT05_115018,Red,0,Movistar KOI,15202.0,18717.0,335.0,35105.0,0.0,0.0,0.0,0.0
LOLTMNT05_115019,Blue,0,Movistar KOI,17035.0,18116.0,318.0,32637.0,1.0,0.0,0.0,1.0
LOLTMNT05_115019,Red,1,Fnatic,16262.0,18235.0,334.0,34674.0,0.0,1.0,1.0,0.0
LOLTMNT05_115021,Blue,1,Movistar KOI,16949.0,19613.0,357.0,38859.0,1.0,0.0,1.0,1.0
LOLTMNT05_115021,Red,0,Fnatic,14418.0,18071.0,313.0,28795.0,0.0,1.0,0.0,0.0
LOLTMNT05_115027,Blue,1,Fnatic,15042.0,17693.0,303.0,34925.0,1.0,0.0,1.0,1.0
LOLTMNT05_115027,Red,0,Movistar KOI,14624.0,17698.0,311.0,30772.0,0.0,1.0,0.0,0.0
LOLTMNT05_115043,Red,0,Fnatic,15725.0,19821.0,367.0,32616.0,0.0,0.0,0.0,0.0
LOLTMNT05_115044,Blue,0,Fnatic,16890.0,19113.0,346.0,34913.0,1.0,0.0,1.0,1.0
LOLTMNT05_115046,Red,1,Fnatic,16851.0,19950.0,347.0,34256.0,0.0,1.0,1.0,1.0
LOLTMNT05_116037,Red,1,Fnatic,15585.0,19365.0,327.0,37253.0,1.0,0.0,1.0,0.0
LOLTMNT05_115052,Blue,0,Fnatic,14361.0,17765.0,304.0,32414.0,0.0,1.0,1.0,0.0
LOLTMNT05_116057,Blue,0,G2 Esports,15111.0,19359.0,352.0,31673.0,0.0,0.0,1.0,1.0
LOLTMNT05_116059,Blue,0,G2 Esports,15160.0,17764.0,323.0,33403.0,0.0,0.0,0.0,0.0
LOLTMNT05_115078,Red,0,G2 Esports,16281.0,18510.0,332.0,34248.0,1.0,0.0,1.0,0.0
LOLTMNT01_210897,Blue,1,Hanwha Life Esports,16760.0,19482.0,338.0,34835.0,0.0,0.0,0.0,0.0
LOLTMNT01_210897,Red,0,Top Esports,15632.0,18251.0,340.0,33076.0,1.0,1.0,1.0,1.0
LOLTMNT01_210904,Blue,0,Top Esports,15482.0,18322.0,293.0,33826.0,1.0,1.0,1.0,0.0
LOLTMNT01_210904,Red,1,Hanwha Life Esports,15673.0,17613.0,320.0,34551.0,0.0,0.0,0.0,1.0
LOLTMNT01_213142,Blue,1,CTBC Flying Oyster,15823.0,19344.0,348.0,32862.0,1.0,1.0,1.0,1.0
LOLTMNT01_214068,Red,1,CTBC Flying Oyster,16048.0,18646.0,353.0,34683.0,1.0,0.0,1.0,1.0
LOLTMNT01_214082,Blue,1,Top Esports,16384.0,19185.0,343.0,36836.0,1.0,0.0,1.0,1.0
LOLTMNT01_214088,Red,1,Top Esports,16578.0,19638.0,331.0,38492.0,1.0,1.0,1.0,1.0
LOLTMNT01_213467,Blue,1,Hanwha Life Esports,17596.0,20346.0,352.0,41548.0,1.0,1.0,1.0,0.0
LOLTMNT01_213467,Red,0,CTBC Flying Oyster,15386.0,18833.0,332.0,30396.0,0.0,0.0,0.0,1.0
LOLTMNT01_213476,Blue,0,CTBC Flying Oyster,16005.0,19076.0,312.0,34396.0,0.0,0.0,0.0,1.0
LOLTMNT01_213476,Red,1,Hanwha Life Esports,16524.0,19646.0,348.0,38118.0,1.0,1.0,1.0,0.0
LOLTMNT01_213493,Blue,0,Top Esports,17704.0,19740.0,341.0,38914.0,0.0,0.0,1.0,0.0
LOLTMNT01_213503,Blue,0,Top Esports,15481.0,18624.0,351.0,33436.0,1.0,0.0,0.0,0.0
LOLTMNT01_214726,Red,1,CTBC Flying Oyster,15780.0,19335.0,341.0,32859.0,1.0,1.0,0.0,0.0
LOLTMNT01_214731,Red,1,CTBC Flying Oyster,15136.0,19280.0,332.0,33366.0,1.0,0.0,1.0,0.0
LOLTMNT01_213886,Red,1,Hanwha Life Esports,15859.0,18739.0,341.0,34278.0,1.0,0.0,1.0,1.0
LOLTMNT01_213908,Red,0,Hanwha Life Esports,17006.0,20101.0,370.0,37755.0,1.0,1.0,0.0,1.0
LOLTMNT01_213934,Blue,1,Hanwha Life Esports,16747.0,18959.0,320.0,36475.0,1.0,0.0,1.0,0.0
LOLTMNT01_216039,Blue,1,CTBC Flying Oyster,16842.0,19651.0,364.0,37351.0,1.0,0.0,1.0,0.0
LOLTMNT01_216039,Red,0,Top Esports,16131.0,19949.0,370.0,33093.0,0.0,1.0,0.0,1.0
LOLTMNT01_216067,Blue,0,Top Esports,15288.0,17663.0,294.0,34429.0,0.0,0.0,1.0,1.0
LOLTMNT01_216067,Red,1,CTBC Flying Oyster,15816.0,19088.0,317.0,35045.0,1.0,1.0,0.0,0.0
LOLTMNT01_215241,Red,1,Hanwha Life Esports,15126.0,18109.0,341.0,36549.0,1.0,1.0,1.0,0.0
LOLTMNT01_216119,Red,0,Hanwha Life Esports,15737.0,18571.0,321.0,34601.0,1.0,0.0,0.0,0.0
LOLTMNT01_215294,Blue,1,Hanwha Life Esports,15077.0,18988.0,345.0,35479.0,0.0,0.0,1.0,0.0
LOLTMNT01_216433,Blue,0,CTBC Flying Oyster,16116.0,19841.0,361.0,33060.0,1.0,0.0,1.0,1.0
LOLTMNT01_216438,Blue,0,CTBC Flying Oyster,14270.0,17096.0,307.0,29927.0,0.0,1.0,0.0,0.0
LOLTMNT01_216453,Red,1,CTBC Flying Oyster,17126.0,20469.0,362.0,35715.0,0.0,1.0,1.0,1.0
LOLTMNT01_215592,Blue,1,CTBC Flying Oyster,15642.0,19352.0,340.0,33463.0,0.0,1.0,1.0,1.0
LOLTMNT01_216472,Red,0,CTBC Flying Oyster,15886.0,20120.0,349.0,36721.0,0.0,0.0,0.0,0.0
LOLTMNT01_216490,Blue,1,Hanwha Life Esports,16702.0,19864.0,367.0,37316.0,1.0,0.0,1.0,1.0
LOLTMNT01_216490,Red,0,Top Esports,16417.0,18557.0,332.0,33122.0,0.0,1.0,0.0,0.0
LOLTMNT01_216505,Blue,0,Top Esports,16440.0,18618.0,323.0,34870.0,1.0,0.0,0.0,0.0
LOLTMNT01_216505,Red,1,Hanwha Life Esports,16274.0,17761.0,313.0,39411.0,0.0,1.0,1.0,1.0
LOLTMNT01_216516,Blue,0,Top Esports,16141.0,19082.0,340.0,34497.0,0.0,0.0,1.0,0.0
LOLTMNT01_216516,Red,1,Hanwha Life Esports,15811.0,18905.0,324.0,33871.0,1.0,1.0,0.0,1.0
LOLTMNT01_216716,Blue,0,Hanwha Life Esports,16112.0,18498.0,336.0,35220.0,1.0,0.0,0.0,0.0
LOLTMNT01_215852,Blue,1,Hanwha Life Esports,15862.0,19965.0,372.0,34637.0,1.0,1.0,1.0,1.0
LOLTMNT01_215856,Red,1,Hanwha Life Esports,17258.0,18349.0,307.0,40469.0,1.0,1.0,1.0,1.0
LOLTMNT01_215859,Blue,1,Hanwha Life Esports,15809.0,18828.0,315.0,35719.0,1.0,0.0,0.0,1.0
LOLTMNT05_122323,Blue,1,Fnatic,16406.0,19158.0,339.0,36058.0,1.0,0.0,1.0,1.0
LOLTMNT05_122326,Red,1,Fnatic,15746.0,19285.0,358.0,33508.0,0.0,1.0,0.0,1.0
LOLTMNT05_122345,Blue,1,G2 Esports,15306.0,18259.0,322.0,33915.0,1.0,1.0,0.0,1.0
LOLTMNT05_122345,Red,0,Movistar KOI,15771.0,19082.0,356.0,32108.0,0.0,0.0,1.0,0.0
LOLTMNT05_122355,Blue,1,Movistar KOI,16509.0,19016.0,328.0,35128.0,0.0,0.0,1.0,1.0
LOLTMNT05_122355,Red,0,G2 Esports,15743.0,18759.0,332.0,34194.0,1.0,1.0,0.0,0.0
LOLTMNT05_121353,Blue,0,Movistar KOI,15109.0,18374.0,323.0,31026.0,0.0,0.0,0.0,1.0
LOLTMNT05_121353,Red,1,G2 Esports,16209.0,20180.0,348.0,34618.0,1.0,1.0,1.0,0.0
LOLTMNT05_122381,Red,0,Movistar KOI,15963.0,18680.0,331.0,31953.0,0.0,1.0,0.0,1.0
LOLTMNT05_122391,Blue,1,Movistar KOI,16215.0,18621.0,332.0,34149.0,1.0,0.0,1.0,0.0
LOLTMNT05_122399,Red,0,Movistar KOI,16049.0,18752.0,328.0,36588.0,0.0,0.0,1.0,1.0
LOLTMNT05_121441,Red,0,Fnatic,15847.0,19606.0,356.0,32982.0,0.0,0.0,0.0,0.0
LOLTMNT05_121453,Blue,0,Fnatic,16169.0,18933.0,317.0,34606.0,0.0,1.0,0.0,1.0
LOLTMNT02_242547,Blue,0,Hanwha Life Esports,15107.0,18842.0,352.0,31116.0,0.0,0.0,1.0,0.0
LOLTMNT02_242547,Red,1,Gen.G,16341.0,19256.0,366.0,36496.0,1.0,1.0,0.0,1.0
LOLTMNT02_241560,Blue,0,Hanwha Life Esports,16209.0,18258.0,320.0,34212.0,1.0,1.0,0.0,1.0
LOLTMNT02_241560,Red,1,Gen.G,17231.0,18612.0,314.0,34502.0,0.0,0.0,1.0,0.0
LOLTMNT02_243218,Blue,1,Hanwha Life Esports,16598.0,19122.0,348.0,36104.0,1.0,1.0,1.0,1.0
LOLTMNT02_243218,Red,0,KT Rolster,15993.0,18620.0,340.0,32087.0,0.0,0.0,0.0,0.0
LOLTMNT02_243219,Blue,1,KT Rolster,15857.0,18919.0,326.0,34042.0,1.0,0.0,0.0,1.0
LOLTMNT02_243219,Red,0,Hanwha Life Esports,15708.0,19128.0,328.0,32627.0,0.0,1.0,1.0,0.0
LOLTMNT02_244146,Blue,1,Hanwha Life Esports,15725.0,18081.0,330.0,34431.0,1.0,0.0,0.0,0.0
LOLTMNT02_244146,Red,0,KT Rolster,15606.0,18641.0,322.0,33276.0,0.0,1.0,1.0,1.0
LOLTMNT02_244166,Red,1,T1,15608.0,18396.0,340.0,33352.0,0.0,0.0,0.0,1.0
LOLTMNT02_243267,Red,1,T1,15277.0,18813.0,331.0,33062.0,1.0,1.0,0.0,0.0
LOLTMNT06_111097,Blue,1,G2 Esports,17113.0,20303.0,362.0,38103.0,1.0,0.0,1.0,0.0
LOLTMNT06_110120,Red,1,G2 Esports,16406.0,18103.0,304.0,35615.0,0.0,1.0,0.0,1.0
LOLTMNT03_214199,Blue,1,Vivo Keyd Stars,15624.0,18141.0,347.0,34856.0,0.0,1.0,1.0,1.0
LOLTMNT03_213249,Red,1,FlyQuest,15954.0,19102.0,349.0,37078.0,1.0,0.0,0.0,1.0
LOLTMNT03_213276,Red,1,100 Thieves,16612.0,20387.0,379.0,36090.0,1.0,1.0,1.0,1.0
LOLTMNT02_244630,Blue,0,KT Rolster,15748.0,18300.0,332.0,32226.0,0.0,0.0,1.0,0.0
LOLTMNT02_243751,Blue,0,KT Rolster,15672.0,18497.0,311.0,31428.0,1.0,1.0,0.0,1.0
LOLTMNT02_243783,Blue,1,T1,16953.0,19923.0,358.0,36429.0,0.0,0.0,0.0,1.0
LOLTMNT02_243783,Red,0,Gen.G,15867.0,19584.0,352.0,34300.0,1.0,1.0,1.0,0.0
LOLTMNT02_244684,Blue,1,Gen.G,17095.0,20308.0,362.0,34129.0,0.0,0.0,1.0,1.0
LOLTMNT02_244684,Red,0,T1,15253.0,19335.0,346.0,31804.0,1.0,1.0,0.0,0.0
LOLTMNT02_243791,Blue,0,T1,16627.0,19650.0,336.0,35055.0,1.0,1.0,1.0,0.0
LOLTMNT02_243791,Red,1,Gen.G,15778.0,18795.0,337.0,32657.0,0.0,0.0,0.0,1.0
LOLTMNT03_213634,Blue,1,Vivo Keyd Stars,16295.0,18532.0,310.0,34750.0,1.0,0.0,1.0,0.0
LOLTMNT06_111156,Red,0,Fnatic,14525.0,17935.0,307.0,32071.0,0.0,0.0,0.0,0.0
LOLTMNT06_110166,Blue,1,Fnatic,16281.0,19212.0,341.0,37495.0,1.0,1.0,1.0,1.0
LOLTMNT06_110171,Red,1,Fnatic,17848.0,19576.0,352.0,37983.0,1.0,1.0,1.0,1.0
LOLTMNT03_213794,Red,0,100 Thieves,15990.0,19842.0,351.0,34571.0,1.0,1.0,1.0,1.0
LOLTMNT03_214834,Red,1,FlyQuest,16085.0,19217.0,348.0,37030.0,0.0,1.0,1.0,1.0
LOLTMNT06_111217,Blue,1,Movistar KOI,16247.0,19811.0,372.0,36620.0,1.0,1.0,1.0,0.0
LOLTMNT06_110226,Red,1,Movistar KOI,16244.0,19463.0,363.0,34334.0,1.0,0.0,0.0,1.0
LOLTMNT03_218043,Red,1,Hanwha Life Esports,16066.0,19058.0,362.0,34711.0,1.0,0.0,1.0,1.0
LOLTMNT03_218051,Red,0,Hanwha Life Esports,15993.0,20111.0,370.0,34733.0,1.0,1.0,0.0,0.0
LOLTMNT03_217087,Blue,1,Hanwha Life Esports,17054.0,19906.0,350.0,36256.0,1.0,1.0,0.0,1.0
LOLTMNT03_219187,Blue,1,T1,16414.0,20292.0,365.0,37991.0,1.0,0.0,0.0,1.0
LOLTMNT03_219187,Red,0,KT Rolster,15315.0,19248.0,353.0,31233.0,0.0,1.0,1.0,0.0
LOLTMNT03_218683,Blue,0,KT Rolster,16415.0,16960.0,301.0,34291.0,1.0,0.0,1.0,0.0
LOLTMNT03_218683,Red,1,T1,17531.0,19612.0,341.0,34212.0,0.0,1.0,0.0,1.0
LOLTMNT03_219847,Blue,1,Gen.G,17647.0,19978.0,376.0,38091.0,1.0,1.0,1.0,1.0
LOLTMNT03_220342,Red,1,Gen.G,16477.0,19941.0,355.0,33899.0,0.0,1.0,0.0,1.0
LOLTMNT03_221513,Blue,1,Hanwha Life Esports,16995.0,19478.0,348.0,37311.0,1.0,1.0,1.0,0.0
LOLTMNT03_221513,Red,0,T1,17191.0,19418.0,334.0,35269.0,0.0,0.0,0.0,1.0
LOLTMNT03_221558,Blue,0,T1,15759.0,18953.0,344.0,30666.0,0.0,0.0,0.0,0.0
LOLTMNT03_221558,Red,1,Hanwha Life Esports,17105.0,19455.0,347.0,39009.0,1.0,1.0,1.0,1.0
LOLTMNT03_222019,Blue,1,KT Rolster,16956.0,19598.0,333.0,34424.0,1.0,1.0,1.0,0.0
LOLTMNT03_221610,Red,0,KT Rolster,15595.0,19809.0,345.0,32638.0,0.0,1.0,0.0,0.0
LOLTMNT03_221634,Blue,1,KT Rolster,17621.0,18933.0,337.0,39931.0,1.0,0.0,1.0,1.0
LOLTMNT06_111775,Red,1,G2 Esports,16516.0,20063.0,373.0,34137.0,1.0,0.0,0.0,1.0
LOLTMNT06_111817,Blue,1,G2 Esports,16481.0,19462.0,366.0,34784.0,1.0,0.0,1.0,1.0
LOLTMNT03_221794,Red,1,Vivo Keyd Stars,15046.0,19010.0,351.0,36726.0,0.0,1.0,1.0,0.0
LOLTMNT03_222385,Blue,0,100 Thieves,15733.0,18300.0,331.0,32174.0,1.0,0.0,1.0,0.0
LOLTMNT03_222385,Red,1,FlyQuest,17551.0,19178.0,323.0,35231.0,0.0,1.0,0.0,1.0
LOLTMNT03_222610,Red,0,Gen.G,15819.0,20690.0,372.0,34324.0,1.0,1.0,1.0,0.0
LOLTMNT03_222628,Blue,1,Gen.G,15730.0,20071.0,372.0,33706.0,1.0,0.0,0.0,0.0
LOLTMNT03_222659,Red,1,Gen.G,14855.0,19016.0,320.0,34335.0,1.0,0.0,0.0,1.0
LOLTMNT06_112003,Red,1,Fnatic,15211.0,18641.0,324.0,31299.0,0.0,1.0,0.0,0.0
LOLTMNT06_110936,Blue,1,Fnatic,16405.0,18669.0,328.0,33896.0,1.0,0.0,1.0,1.0
LOLTMNT06_110946,Red,1,Movistar KOI,15874.0,18746.0,351.0,35098.0,0.0,1.0,0.0,1.0
LOLTMNT03_223477,Blue,1,Vivo Keyd Stars,15060.0,17904.0,316.0,33106.0,0.0,0.0,0.0,0.0
LOLTMNT06_112050,Blue,1,Movistar KOI,16226.0,19291.0,351.0,36720.0,1.0,1.0,1.0,1.0
LOLTMNT03_223562,Blue,1,100 Thieves,16541.0,19102.0,341.0,38501.0,1.0,0.0,1.0,1.0
LOLTMNT03_224096,Red,1,FlyQuest,17122.0,19681.0,369.0,36784.0,1.0,1.0,1.0,0.0
LOLTMNT03_230058,Blue,1,T1,16262.0,19627.0,344.0,33489.0,0.0,1.0,1.0,1.0
LOLTMNT03_229082,Red,0,T1,15759.0,18606.0,332.0,33883.0,0.0,0.0,0.0,0.0
LOLTMNT03_229092,Blue,1,T1,16017.0,20315.0,362.0,37174.0,1.0,1.0,0.0,0.0
LOLTMNT03_229121,Red,0,Gen.G,14976.0,18743.0,330.0,33080.0,0.0,0.0,0.0,0.0
LOLTMNT03_229164,Blue,1,Gen.G,16073.0,17484.0,290.0,33896.0,1.0,1.0,1.0,1.0
LOLTMNT03_229200,Red,1,Gen.G,17376.0,18703.0,336.0,37435.0,1.0,1.0,1.0,1.0
LOLTMNT03_230485,Red,1,Hanwha Life Esports,18279.0,19189.0,351.0,36364.0,1.0,0.0,1.0,0.0
LOLTMNT03_229500,Red,1,Hanwha Life Esports,17075.0,19417.0,348.0,37655.0,1.0,1.0,0.0,0.0
LOLTMNT03_230518,Red,1,KT Rolster,15449.0,20113.0,337.0,34166.0,1.0,0.0,1.0,0.0
LOLTMNT03_229541,Red,0,KT Rolster,15408.0,18725.0,334.0,31352.0,0.0,0.0,0.0,0.0
LOLTMNT03_230548,Blue,0,KT Rolster,15895.0,19127.0,347.0,33152.0,1.0,0.0,0.0,1.0
LOLTMNT03_229809,Red,1,T1,16010.0,18981.0,334.0,33577.0,0.0,1.0,0.0,1.0
LOLTMNT03_229822,Red,0,T1,15198.0,18385.0,310.0,33383.0,0.0,1.0,0.0,1.0
LOLTMNT03_230810,Blue,0,T1,16169.0,19518.0,345.0,33631.0,1.0,0.0,0.0,0.0
LOLTMNT03_231043,Blue,1,Gen.G,15985.0,19870.0,365.0,36841.0,1.0,0.0,1.0,1.0
LOLTMNT03_232041,Red,1,Gen.G,16539.0,19709.0,357.0,35587.0,1.0,0.0,1.0,0.0
LOLTMNT03_231086,Red,1,Hanwha Life Esports,16858.0,19576.0,362.0,36467.0,1.0,1.0,0.0,1.0
LOLTMNT03_232068,Red,1,Hanwha Life Esports,16903.0,19030.0,344.0,37873.0,0.0,1.0,1.0,1.0
LOLTMNT01_224957,Blue,0,PSG Talon,15480.0,18761.0,320.0,31416.0,0.0,0.0,1.0,1.0
LOLTMNT01_224957,Red,1,CTBC Flying Oyster,16017.0,19917.0,350.0,33299.0,1.0,1.0,0.0,0.0
LOLTMNT01_225024,Blue,1,PSG Talon,16142.0,18629.0,313.0,33771.0,0.0,1.0,0.0,1.0
LOLTMNT01_225024,Red,0,CTBC Flying Oyster,16339.0,19063.0,337.0,37529.0,1.0,0.0,1.0,0.0
LOLTMNT01_225086,Blue,1,CTBC Flying Oyster,16453.0,19336.0,339.0,35778.0,1.0,0.0,1.0,1.0
LOLTMNT01_225086,Red,0,PSG Talon,15306.0,18921.0,341.0,32783.0,0.0,1.0,0.0,0.0
LOLTMNT04_107072,Blue,1,Fnatic,16750.0,19557.0,363.0,36920.0,1.0,0.0,1.0,0.0
LOLTMNT04_107075,Red,1,Fnatic,16275.0,19353.0,353.0,38843.0,1.0,0.0,1.0,1.0
LOLTMNT01_226100,Red,0,Vivo Keyd Stars,14784.0,18575.0,320.0,32184.0,0.0,1.0,0.0,0.0
LOLTMNT01_225600,Blue,1,FlyQuest,16196.0,20342.0,361.0,37079.0,1.0,1.0,1.0,1.0
LOLTMNT01_226196,Red,1,100 Thieves,15765.0,18952.0,331.0,34951.0,0.0,1.0,0.0,0.0
LOLTMNT03_231299,Blue,1,KT Rolster,15765.0,19212.0,352.0,33583.0,1.0,0.0,1.0,0.0
LOLTMNT03_231301,Red,1,KT Rolster,17333.0,19354.0,356.0,35847.0,0.0,1.0,0.0,1.0
LOLTMNT04_106127,Red,0,G2 Esports,15050.0,19170.0,345.0,33001.0,0.0,0.0,0.0,0.0
LOLTMNT04_107139,Blue,0,G2 Esports,15850.0,19203.0,365.0,35836.0,1.0,0.0,1.0,0.0
LOLTMNT01_227142,Blue,0,Vivo Keyd Stars,16725.0,18675.0,311.0,36770.0,1.0,0.0,1.0,1.0
LOLTMNT01_226543,Red,1,100 Thieves,15127.0,19624.0,359.0,34143.0,1.0,1.0,1.0,0.0
LOLTMNT01_227186,Red,0,FlyQuest,15575.0,19758.0,361.0,33719.0,1.0,0.0,0.0,0.0
LOLTMNT01_227538,Red,0,Vivo Keyd Stars,15931.0,19779.0,374.0,34419.0,0.0,1.0,0.0,1.0
LOLTMNT04_106173,Red,0,Movistar KOI,15720.0,18287.0,327.0,32894.0,0.0,1.0,1.0,1.0
LOLTMNT04_107177,Blue,0,Movistar KOI,14979.0,18458.0,341.0,32636.0,0.0,0.0,0.0,0.0
LOLTMNT01_227642,Blue,1,FlyQuest,16346.0,19889.0,360.0,36183.0,1.0,0.0,1.0,1.0
LOLTMNT01_228131,Blue,1,100 Thieves,16135.0,19789.0,373.0,33356.0,1.0,1.0,1.0,1.0
LOLTMNT01_228752,Red,1,KT Rolster,16767.0,19198.0,359.0,32778.0,0.0,0.0,0.0,1.0
LOLTMNT01_229352,Red,1,KT Rolster,15363.0,18772.0,338.0,34002.0,1.0,1.0,0.0,1.0
LOLTMNT01_230375,Blue,1,Gen.G,16093.0,20131.0,372.0,35549.0,1.0,1.0,0.0,0.0
LOLTMNT01_229915,Red,1,Gen.G,16083.0,20037.0,354.0,36985.0,1.0,1.0,1.0,1.0
LOLTMNT01_229932,Blue,1,Hanwha Life Esports,15646.0,19565.0,369.0,34210.0,1.0,0.0,0.0,0.0
LOLTMNT01_230468,Red,1,Hanwha Life Esports,15632.0,19684.0,359.0,35960.0,1.0,0.0,0.0,0.0
LOLTMNT01_231505,Blue,0,KT Rolster,17097.0,19592.0,367.0,34562.0,1.0,1.0,0.0,0.0
LOLTMNT01_232089,Blue,0,KT Rolster,16288.0,18080.0,313.0,35212.0,0.0,1.0,1.0,1.0
LOLTMNT01_232113,Blue,1,T1,16745.0,18882.0,322.0,34714.0,1.0,1.0,0.0,0.0
LOLTMNT01_231666,Red,0,T1,16174.0,20120.0,362.0,33461.0,1.0,1.0,0.0,1.0
LOLTMNT01_231710,Blue,1,T1,15825.0,19782.0,381.0,34031.0,1.0,1.0,1.0,0.0
LOLTMNT01_233579,Red,1,Gen.G,16439.0,19236.0,355.0,36564.0,1.0,1.0,0.0,0.0
LOLTMNT01_232819,Red,1,PSG Talon,14835.0,18814.0,334.0,32551.0,1.0,1.0,0.0,1.0
LOLTMNT01_232817,Red,1,Gen.G,16039.0,18878.0,342.0,39639.0,1.0,1.0,1.0,1.0
LOLTMNT01_232868,Red,1,PSG Talon,15570.0,19572.0,367.0,36357.0,1.0,1.0,1.0,1.0
LOLTMNT04_108350,Red,0,G2 Esports,15825.0,19467.0,340.0,32603.0,1.0,1.0,0.0,1.0
LOLTMNT04_106786,Red,1,G2 Esports,15468.0,18939.0,356.0,32056.0,1.0,1.0,0.0,1.0
LOLTMNT04_108362,Red,0,G2 Esports,16098.0,20003.0,366.0,35205.0,1.0,1.0,1.0,1.0
LOLTMNT04_106797,Blue,0,Movistar KOI,15799.0,19776.0,344.0,34531.0,1.0,1.0,0.0,0.0
LOLTMNT04_106797,Red,1,Fnatic,15698.0,19145.0,331.0,33495.0,0.0,0.0,1.0,1.0
LOLTMNT01_233879,Blue,1,Vivo Keyd Stars,15745.0,19863.0,352.0,35400.0,1.0,0.0,1.0,0.0
LOLTMNT01_234239,Red,1,Vivo Keyd Stars,15567.0,19363.0,350.0,35666.0,0.0,1.0,0.0,1.0
LOLTMNT04_108377,Blue,1,Movistar KOI,16344.0,18832.0,338.0,36074.0,1.0,0.0,1.0,1.0
LOLTMNT04_108377,Red,0,Fnatic,15585.0,19315.0,325.0,32960.0,0.0,1.0,0.0,0.0
LOLTMNT04_106812,Blue,1,Movistar KOI,14527.0,18876.0,323.0,31532.0,0.0,1.0,1.0,0.0
LOLTMNT04_106812,Red,0,Fnatic,16451.0,19665.0,338.0,33249.0,1.0,0.0,0.0,1.0
LOLTMNT01_234319,Blue,0,100 Thieves,16059.0,19440.0,349.0,33912.0,0.0,1.0,1.0,0.0
LOLTMNT01_234319,Red,1,FlyQuest,15603.0,19176.0,339.0,33330.0,1.0,0.0,0.0,1.0
LOLTMNT01_234353,Blue,0,100 Thieves,15006.0,18538.0,331.0,29935.0,0.0,1.0,0.0,0.0
LOLTMNT01_234353,Red,1,FlyQuest,16301.0,19877.0,373.0,37272.0,1.0,0.0,1.0,1.0
LOLTMNT01_234523,Red,0,T1,15371.0,19469.0,358.0,32610.0,1.0,0.0,1.0,0.0
LOLTMNT01_234559,Blue,1,T1,16825.0,19784.0,340.0,37168.0,1.0,1.0,1.0,0.0
LOLTMNT01_234587,Red,0,T1,16133.0,19528.0,371.0,32702.0,0.0,0.0,0.0,1.0
LOLTMNT01_235231,Red,0,Hanwha Life Esports,15657.0,19324.0,368.0,33784.0,1.0,1.0,0.0,0.0
LOLTMNT01_235270,Blue,1,Hanwha Life Esports,15260.0,18462.0,332.0,32426.0,1.0,0.0,1.0,1.0
LOLTMNT01_235289,Red,1,Hanwha Life Esports,16173.0,18376.0,333.0,33790.0,1.0,0.0,0.0,0.0
LOLTMNT01_234794,Blue,1,CTBC Flying Oyster,16780.0,19830.0,355.0,36244.0,1.0,1.0,1.0,0.0
LOLTMNT01_234827,Red,1,CTBC Flying Oyster,17904.0,20199.0,354.0,36700.0,1.0,1.0,1.0,1.0
LOLTMNT04_106845,Blue,1,G2 Esports,18536.0,19860.0,344.0,38787.0,1.0,0.0,1.0,0.0
LOLTMNT04_106845,Red,0,Fnatic,15803.0,17720.0,304.0,33188.0,0.0,1.0,0.0,1.0
LOLTMNT04_108428,Blue,1,Fnatic,15900.0,19342.0,345.0,37731.0,1.0,0.0,1.0,0.0
LOLTMNT04_108428,Red,0,G2 Esports,15725.0,18455.0,328.0,32531.0,0.0,1.0,0.0,1.0
LOLTMNT04_106860,Blue,0,G2 Esports,15736.0,18761.0,319.0,34630.0,1.0,0.0,1.0,0.0
LOLTMNT04_106860,Red,1,Fnatic,17255.0,19318.0,314.0,36613.0,0.0,1.0,0.0,1.0
LOLTMNT04_106881,Blue,1,Movistar KOI,16833.0,18910.0,332.0,37234.0,1.0,1.0,1.0,1.0
LOLTMNT04_108453,Red,0,Movistar KOI,15417.0,18248.0,333.0,32693.0,0.0,0.0,0.0,0.0
